nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Luis Balderas Rincón",25844671,2,luis1428@edubus.cal,lubari,4Sx7kptd,"+56 9 1784 7314",2522,70358,Vacaciones,553463,2025-01-01,938000,7
"Luis Balderas Rincón",25844671,2,luis1428@edubus.cal,lubari,4Sx7kptd,"+56 9 1784 7314",2522,70358,Vacaciones,553464,2025-05-12,1225000,7
"Luis Balderas Rincón",25844671,2,luis1428@edubus.cal,lubari,4Sx7kptd,"+56 9 1784 7314",2522,70358,Vacaciones,553465,2025-08-26,707000,7
"Vicente Gaitán Fajardo",20.467.753,0,Vicentefajardo@outluc.com,Vicentefajardo,tcukTtp1,+56-2-4722-4397,3571,70427,"Cena de Trabajo",553472,2026-06-11,-262000,2
"Vicente Gaitán Fajardo",20467753,0,Vicentefajardo@outluc.ceele,Vicentefajardo,tcukTtp1,+56-2-4722-4397,3571,70427,"Cena de Trabajo",553480,2026-07-28,-210000,2
"Vicente Gaitán Fajardo",20.467.753,0,Vicentefajardo@@outluc.com,Vicentefajardo,tcukTtp1,"+56 2 4722 4397",3571,70427,"Cena de Trabajo",553481,2025-10-14,-336000,2
"Sofia Covarrubias Chavarría",23343187,7,SofiachavarrOAa@viajesanma.ceele,Sofiachavarría,rIGY8ysCwMky,"+56 2 0588 6540",910,69804,"Cena de Trabajo",553482,2025-05-12,1295000,7
,23343187,7,SofiachavarrOAa@viajesanma.com,,rIGY8ysCwMky,"+56 2 0588 6540",,69804,"Cena de Trabajo",553488,,,7
"Sra. Alicia Covarrubias Delao",18265945,2,sra.5300@wass.com,Sra.delao,1gIORKs8FwS9,+56-9-3922-0070,3665,66499,Aniversario,553490,2025-01-09,-1420000,10
"Sra. Alicia Covarrubias Delao",18265945,2,sra.5300@wass.com,Sra.delao,1gIORKs8FwS9,"+56 9 3922 0070",3665,66499,Aniversario,553496,2025-01-12,1340000,10
"Sra. Alicia Covarrubias Delao",18265945,2,sra.5300@wass.com,Sra.delao,1gIORKs8FwS9,+56-9-3922-0070,3665,66499,Aniversario,553497,2025-01-09,1030000,10
"Sr. Teodoro Dueñas Cervantes",22931622,2,srteduce@edubus.cal,Sr.cervantes,AYXZXmEQDzF5YAA,"+56 2 0880 2985",5958,68496,"Cena de Trabajo",553498,2025-03-08,273000,7
"Miguel Ángel Lozada Cabrera",8904137,6,Miguelcabrera@outluc.com,Miguelcabrera,8A22Hx2rzPv8,"+56 9 2711 3385",1275,68397,"Salida con Familia",553499,2026-02-25,408000,4
"Miguel Ángel Lozada Cabrera",8.904.137,6,Miguelcabrera@outluc.com,Miguelcabrera,8A22Hx2rzPv8,"+56 9 2711 3385",1275,68397,"Salida con Familia",553500,2025-09-08,336000,4
"Miguel Ángel Lozada Cabrera",8904137,6,Miguelcabrera@outluc.com,Miguelcabrera,8A22Hx2rzPv8,"+56 9 2711 3385",1275,68397,"Salida con Familia",553506,2025-11-25,72000,4
"Alejandro Camarillo Verdugo",9294109,4,alcave@tourket.com,alcave,cCgoFEcM8O,"+56 9 1101 3514",2957,68564,"Cena de Trabajo",553508,2025-10-09,513000,9
"Leticia Valencia Loera",18.526.352,5,leticia5541@wass.com,levalo,u8FN6x79u,"+56 2 5072 2989",6514,62044,Aniversario,553536,2025-06-15,423000,9
"Alejandro Camarillo Verdugo",9294109,4,alcave@tourket.com,alcave,cCgoFEcM8O,"+56 9 1101 3514",2957,68564,"Cena de Trabajo",553514,2025-11-02,486000,9
"Alejandro Camarillo Verdugo",9294109,4,,alcave,cCgoFEcM8O,"+56 9 1101 3514",,68564,,553519,,,9
"Jaime Barrera Arce",13960635,3,jabaar@outluc.com,Jaimearce,vMzvq1v45Y3,"+56 9 3076 2812",8458,69875,Vacaciones,553520,2025/02/18,1720000,10
"Jaime Barrera Arce",13960635,3,jabaar@outluc.com,Jaimearce,vMzvq1v45Y3,"+56 9 3076 2812",8458,69875,Vacaciones,553527,2025-01-28,1110000,10
"Leticia Valencia Loera",18526352,5,leticia5541@@wass.com,levalo,u8FN6x79u,"+56 2 5072 2989",6514,62044,Aniversario,553529,2025/02/15,1800000,9
"Leticia Valencia Loera",18526352,5,leticia5541@wass.com,levalo,u8FN6x79u,"+56 2 5072 2989",6514,62044,Aniversario,553535,2025-11-07,1800000,9
"Graciela Márquez Negrón",19015608,7,grmOene@tourket.com,Gracielanegrón,1BIPJY7kv3ZXv,"+56 2 5952 1839",4465,68849,Vacaciones,553540,2025-02-13,-2395000,5
"Graciela Márquez Negrón",19015608,7,grmOene@tourket.com,Gracielanegrón,1BIPJY7kv3ZXv,"+56 2 5952 1839",4465,68849,Vacaciones,553543,2025-03-01,1860000,5
"Graciela Márquez Negrón",19015608,7,grmOene@tourket.com,Gracielanegrón,1BIPJY7kv3ZXv,"+56 2 5952 1839",4465,68849,Vacaciones,553546,2025-05-03,1760000,5
"Julia Lozano Solorzano",25577353,4,juloso@wass.com,Juliasolorzano,UiTUO8NJG,"+56 9 4441 5998",5339,64299,"Salida con Familia",553551,2025/10/22,393000,1
"Julia Lozano Solorzano",25577353,4,juloso@wass.com,Juliasolorzano,UiTUO8NJG,+56-9-4441-5998,5339,64299,"Salida con Familia",553552,2025-08-24,271000,1
"Esteban Medina Gamez",10096957,2,Estebangamez@wass.com,esteban4210,pGwfB8a4sSFb,"+56 2 1463 5278",3538,62420,"Salida con Familia",553557,2025-06-25,592000,4
"Sra. Ramona Becerra Rodrígez",29.680.035,0,Sra.rodrOAgez@wass.com,sra.4252,kZQy4yZ26C4,"+56 9 2123 4335",5536,66648,"Cena de Trabajo",553564,2025-09-21,151000,1
"Sra. Ramona Becerra Rodrígez",29680035,0,Sra.rodrOAgez@wass.ceele,sra.4252,kZQy4yZ26C4,"+56 9 2123 4335",5536,66648,"Cena de Trabajo",553569,2025-12-13,98000,1
"Ana Corrales Reyna",17936354,2,ancore@viajesanma.com,ancore,i2ZrHEpIIHNdmDvp,"+56 9 5982 0312",3121,68068,"Salida con Amigos",553576,2025-01-20,1490000,10
"Ana Corrales Reyna",17936354,2,ancore@viajesanma.ceele,ancore,i2ZrHEpIIHNdmDvp,+56-9-5982-0312,3121,68068,"Salida con Amigos",553584,2025-01-12,1320000,10
,,7,vOAalma@wass.ceele,Víctormaya,7Rmac93dAs,"+56 2 6929 0240",9963,,Vacaciones,,,695000,5
"Víctor Alaniz Maya",5252566,7,vOAalma@@wass.com,Víctormaya,7Rmac93dAs,"+56 2 6929 0240",9963,71343,Vacaciones,553591,2025/04/22,2320000,5
"Víctor Alaniz Maya",5252566,7,vOAalma@wass.com,Víctormaya,7Rmac93dAs,"+56 2 6929 0240",9963,71343,Vacaciones,553592,2025-01-15,1510000,5
"Caridad Pulido Trujillo",23700431,0,caputr@wass.com,caridad2383,Z1c21lNUyP,"+56 9 9701 4091",1238,63319,"Salida con Familia",553599,2025-12-06,519000,3
"Blanca Soto Arce",17608820,6,blsoar@wass.com,Blancaarce,89EhyVCbUi39,"+56 2 0354 2642",3088,66439,"Salida con Familia",553603,2025-07-05,336000,4
"Blanca Soto Arce",17608820,6,blsoar@wass.com,Blancaarce,89EhyVCbUi39,"+56 2 0354 2642",3088,66439,"Salida con Familia",553604,2025-11-08,-596000,4
"Gloria Rosario Escalante",26204626,5,glroes@tourket.com,glroes,1Nn2xxRL,"+56 9 2635 1041",316,61975,Aniversario,553605,2025-09-04,417000,3
"Manuela Perea Delao",4886296,9,Manueladelao@viajesanma.com,Manueladelao,qunKuvfv3oL7FtWZ,"+56 2 5761 8955",6602,67522,Vacaciones,553606,2025-03-06,1106000,7
"Manuela Perea Delao",4886296,,Manueladelao@viajesanma.com,,qunKuvfv3oL7FtWZ,"+56 2 5761 8955",6602,,Vacaciones,,2025-02-08,875000,
"Manuela Perea Delao",4886296,9,Manueladelao@viajesanma.com,Manueladelao,qunKuvfv3oL7FtWZ,"+56 2 5761 8955",6602,67522,Vacaciones,553608,2025-03-07,1365000,7
,,8,,,U8AwHrjysxZ8ls,"+56 9 0457 0217",2529,71905,"Cena de Trabajo",553609,,710000,10
"Gustavo Rangel Roybal",13870425,4,gustavo821@outluc.com,guraro,wsjPR3QAQcG5Rs8J,"+56 2 3252 1589",2698,69454,"Cena de Trabajo",553610,2025-02-17,624000,4
"Gustavo Rangel Roybal",13870425,4,gustavo821@@outluc.com,guraro,wsjPR3QAQcG5Rs8J,+56-2-3252-1589,2698,69454,"Cena de Trabajo",553612,2025/10/11,1704000,4
"Gustavo Rangel Roybal",13870425,4,gustavo821@outluc.com,guraro,wsjPR3QAQcG5Rs8J,"+56 2 3252 1589",2698,69454,"Cena de Trabajo",553618,2026-06-30,360000,4
"Antonio Matías Baeza",26372432,1,Antoniobaeza@marmol.com,antonio6568,qDDwhYPujz7b,"+56 2 0517 2384",9999,68758,"Salida con Familia",553619,2025-03-05,306000,2
"Antonio Matías Baeza",26372432,1,Antoniobaeza@marmol.com,antonio6568,qDDwhYPujz7b,"+56 2 0517 2384",9999,68758,"Salida con Familia",553620,2025-06-01,374000,2
"Virginia Lomeli Collazo",11110776,9,virginia7755@edubus.cal,Virginiacollazo,95w1t5uO,+56-9-3183-6683,5971,62057,"Cena de Trabajo",553621,2025-06-03,-1480000,10
"Marisol Villanueva Segovia",3845349,1,marisol6988@outluc.com,marisol7682,rdlYFxr8ZuTN0K,"+56 2 3987 1783",5527,64939,"Salida con Familia",553625,2025-06-19,810000,9
"Julio Mejía Hinojosa",23.791.731,6,Juliohinojosa@wass.com,Juliohinojosa,HOnAp0kI0,+56-2-3774-0600,6525,67861,"Cena de Trabajo",553633,2025-01-04,200000,5
"Julio Mejía Hinojosa",23791731,6,Juliohinojosa@wass.com,Juliohinojosa,HOnAp0kI0,"+56 2 3774 0600",6525,67861,"Cena de Trabajo",553634,2025-01-04,1345000,5
"Diego Carrasco Tamayo",7870590,6,diego8131@tourket.com,Diegotamayo,5FJKatIJ,"+56 2 0629 4039",1583,62794,"Cena de Trabajo",553635,2025/03/27,668000,4
"Diego Carrasco Tamayo",7870590,6,diego8131@tourket.com,Diegotamayo,5FJKatIJ,"+56 2 0629 4039",1583,62794,"Cena de Trabajo",553636,2025-07-13,760000,4
"Diego Carrasco Tamayo",7870590,6,diego8131@tourket.ceele,Diegotamayo,5FJKatIJ,"+56 2 0629 4039",1583,62794,"Cena de Trabajo",553644,2025-01-14,448000,4
"Ester Mendoza Sisneros",27846054,1,Estersisneros@viajesanma.com,esmesi,jvNJU3Da1,"+56 2 1365 0193",5753,61737,"Salida con Familia",553645,2025/02/06,76000,1
"Ester Mendoza Sisneros",27846054,1,Estersisneros@viajesanma.ceele,esmesi,jvNJU3Da1,"+56 2 1365 0193",5753,61737,"Salida con Familia",553646,2025-12-20,-58000,1
"Soledad Rendón Zepeda",3289366,0,soreze@marmol.com,Soledadzepeda,tWD6pjoT,"+56 9 1824 2707",1184,62629,Vacaciones,553654,2025-07-19,1984000,8
"Soledad Rendón Zepeda",3289366,0,soreze@marmol.com,Soledadzepeda,tWD6pjoT,"+56 9 1824 2707",1184,62629,Vacaciones,553660,2025-07-11,1408000,8
"Conchita Granados Lugo",19177480,9,cogrlu@marmol.com,cogrlu,n7kEZdVM9N,"+56 9 6341 0660",3064,68364,Vacaciones,553665,2026-04-30,132000,2
"Conchita Granados Lugo",19177480,9,cogrlu@marmol.com,cogrlu,n7kEZdVM9N,"+56 9 6341 0660",3064,68364,Vacaciones,553668,2025-08-21,172000,2
"Conchita Granados Lugo",19177480,9,cogrlu@marmol.com,cogrlu,n7kEZdVM9N,"+56 9 6341 0660",3064,68364,Vacaciones,553671,2026-09-02,478000,2
"Ángela Cantú Casillas",1470406,0,Oencaca@wass.com,Ángelacasillas,1caEwpUPG8qt,"+56 9 6277 4970",8242,69699,"Salida con Amigos",553672,2025-03-09,315000,9
"Ángela Cantú Casillas",1.470.406,0,Oencaca@wass.ceele,Ángelacasillas,1caEwpUPG8qt,"+56 9 6277 4970",8242,69699,"Salida con Amigos",553677,2025-06-04,-2331000,9
,1.470.406,,Oencaca@wass.com,Ángelacasillas,1caEwpUPG8qt,+56-9-6277-4970,8242,,,,2025-02-09,1503000,9
"Sra. Guillermina Rentería Fuentes",3.055.936,3,Sra.fuentes@viajesanma.ceele,srgurefu,bsQuex4Eq,"+56 9 5571 5037",2688,65706,"Cena de Trabajo",553689,2025-01-02,-1800000,5
"Sra. Guillermina Rentería Fuentes",3.055.936,3,Sra.fuentes@viajesanma.com,srgurefu,bsQuex4Eq,"+56 9 5571 5037",2688,65706,"Cena de Trabajo",553692,2025-01-03,2205000,5
"Sra. Guillermina Rentería Fuentes",3055936,3,Sra.fuentes@viajesanma.com,srgurefu,bsQuex4Eq,"+56 9 5571 5037",2688,65706,"Cena de Trabajo",553693,2025-01-02,460000,5
"Ángela Laureano Moreno",27504416,4,Oenlamo@wass.com,Ángelamoreno,66nvofnHC,"+56 9 4198 3804",9971,61871,"Cena de Trabajo",553694,2025-10-27,489000,3
,,4,Oenlamo@wass.com,,66nvofnHC,,9971,,"Cena de Trabajo",553702,2025-01-12,264000,3
"Ángela Laureano Moreno",27504416,4,Oenlamo@wass.com,Ángelamoreno,66nvofnHC,"+56 9 4198 3804",9971,61871,"Cena de Trabajo",553704,2025-08-04,216000,3
"Claudio Guardado Barela",29842807,5,Claudiobarela@viajesanma.com,claudio1540,MBE5Up3kT,"+56 2 6485 5646",578,69869,Aniversario,553705,2025-01-04,1096000,8
"Isabel Tamez Irizarry",14838265,4,istair@wass.com,isabel6644,CyipY4bib8,"+56 2 0273 3936",384,65209,Vacaciones,553706,2026-07-18,153000,1
"Sara Ruiz Ávila",2622152,8,saruOev@viajesanma.com,sara9398,VO7IfKdA9ewfp,"+56 2 7501 9320",4240,61345,Aniversario,553707,2025-01-22,959000,7
"Sra. Diana Escalante Martínez",25428160,3,srdiesma@marmol.com,Sra.martínez,gp35upg7jBPZy,"+56 2 9229 0193",694,63476,"Cena de Trabajo",553708,2025-10-17,736000,8
"Arturo Guajardo Calderón",22690539,1,arturo6055@edubus.cal,arguca,D7TWrVLprJ2sDYo,"+56 9 9687 5914",7683,71869,"Salida con Amigos",553712,2025-05-10,180000,3
"Arturo Guajardo Calderón",22690539,1,arturo6055@edubus.cal,arguca,D7TWrVLprJ2sDYo,"+56 9 9687 5914",7683,71869,"Salida con Amigos",553717,2025-01-02,429000,3
"Arturo Guajardo Calderón",22690539,1,arturo6055@edubus.ceele,arguca,D7TWrVLprJ2sDYo,"+56 9 9687 5914",7683,71869,"Salida con Amigos",553722,2025-01-28,147000,3
"Alfredo Aragón Hernandes",29861667,0,alfredo813@tourket.com,alfredo4981,GV6GOHp6,"+56 9 3550 4230",8502,69345,Aniversario,553723,2025-01-14,438000,6
,,0,,,UEpMI0cM,"+56 9 1500 7598",2109,65759,,553731,2025-07-17,61000,1
"Rocio Urbina Ocampo",1103439,0,Rocioocampo@tourket.com,rocio3394,UEpMI0cM,"+56 9 1500 7598",2109,65759,Aniversario,553738,2025-07-10,164000,1
"Rocio Urbina Ocampo",1103439,0,Rocioocampo@tourket.com,rocio3394,UEpMI0cM,"+56 9 1500 7598",2109,65759,Aniversario,553744,2025-08-02,47000,1
"Clemente Montes Castañeda",29780780,3,ClementecastaO�eda@outluc.com,clmoca,ki8nzDYQjSyPR0,"+56 2 6383 8402",3611,70620,Aniversario,553752,2025-12-15,498000,3
,29780780,,ClementecastaO�eda@outluc.com,,ki8nzDYQjSyPR0,+56-2-6383-8402,3611,,Aniversario,553756,,249000,3
"Clemente Montes Castañeda",29780780,3,ClementecastaO�eda@outluc.com,clmoca,ki8nzDYQjSyPR0,"+56 2 6383 8402",3611,70620,Aniversario,553759,2025-03-28,333000,3
,20773326,1,Alfonsotorres@marmol.com,,jCq4QJ0AqtVZ,+56-2-5808-6338,4407,64180,,553760,,,5
"Alfonso Arroyo Torres",20773326,1,Alfonsotorres@marmol.com,Alfonsotorres,jCq4QJ0AqtVZ,"+56 2 5808 6338",4407,64180,"Salida con Amigos",553761,2025-12-16,855000,5
"Alfonso Arroyo Torres",20773326,1,Alfonsotorres@marmol.com,Alfonsotorres,jCq4QJ0AqtVZ,"+56 2 5808 6338",4407,64180,"Salida con Amigos",553767,2025-08-05,775000,5
"Lorena León Rosas",21159979,0,Lorenarosas@outluc.com,lorena5552,874iCwSKatCJgsH,"+56 2 8441 4705",6188,61770,"Salida con Familia",553768,2025-08-15,984000,6
"Sr. Marcos Lucio Yáñez",16083527,3,srmaluyOe@edubus.ceele,sr.9603,EPGYHnFcAe5w3vk,"+56 2 3764 9950",5647,69945,Vacaciones,553769,2025-12-16,446000,2
"Adela Duran Maestas",11.361.845,0,Adelamaestas@@outluc.com,adela9609,R7x0KnuEi8lBJywn,"+56 9 9815 6105",9239,68965,Vacaciones,553770,2025-04-04,132000,1
"Adela Duran Maestas",11361845,0,Adelamaestas@outluc.com,adela9609,R7x0KnuEi8lBJywn,"+56 9 9815 6105",9239,68965,Vacaciones,553777,2025/01/01,55000,1
"Adela Duran Maestas",11361845,0,Adelamaestas@outluc.com,adela9609,R7x0KnuEi8lBJywn,"+56 9 9815 6105",9239,68965,Vacaciones,553778,2025-02-07,97000,1
"Sra. Andrés Tórrez Vallejo",25376967,0,sra.7619@@outluc.com,srantóva,wPr7J0cI1pYJ0V0,"+56 9 7697 0616",4247,65149,"Cena de Trabajo",553779,2026-02-13,1755000,9
"Sra. Andrés Tórrez Vallejo",25376967,0,sra.7619@outluc.com,srantóva,wPr7J0cI1pYJ0V0,"+56 9 7697 0616",4247,65149,"Cena de Trabajo",553780,2026-04-02,1071000,9
"Diana Jurado Angulo",6922274,9,diana3316@outluc.ceele,diana4056,r01EWPgMl,+56-9-4594-5701,5448,62596,"Salida con Familia",553783,2025-04-08,-384000,2
"Diana Jurado Angulo",6922274,9,diana3316@outluc.com,diana4056,r01EWPgMl,"+56 9 4594 5701",5448,62596,"Salida con Familia",553791,2026-02-27,396000,2
"Diana Jurado Angulo",6922274,9,diana3316@outluc.ceele,diana4056,r01EWPgMl,"+56 9 4594 5701",5448,62596,"Salida con Familia",553792,2025-12-24,-18000,2
"Jesús Deleón Cantú",13813540,3,jesOUs6365@viajesanma.com,jedeca,G09sgl56xjxkJT,"+56 2 6052 6667",2740,62671,Vacaciones,553800,2026-05-09,417000,1
"Jesús Deleón Cantú",13813540,3,jesOUs6365@viajesanma.com,jedeca,G09sgl56xjxkJT,"+56 2 6052 6667",2740,62671,Vacaciones,553801,2025/05/20,-396000,1
"Sta. Graciela Feliciano Toledo",14833925,2,stgrfeto@tourket.com,stgrfeto,3ZVCMF5y5wr0b,"+56 9 6798 5631",1682,67025,"Salida con Amigos",553802,2025-01-07,483000,7
"Marcos Mares Casares",18099555,2,Marcoscasares@outluc.com,marcos3023,9O5VcwAy,"+56 2 1447 1435",719,63262,"Salida con Amigos",553806,2025-02-11,158000,2
"Sta. Andrea Castro Gutiérrez",1103289,3,stancagu@edubus.ceele,stancagu,IsoQA2f9PLcZpbs,"+56 2 2695 3399",6213,69998,Vacaciones,553814,2025-08-23,693000,7
"Sr. Cristian Porras Guillen",11938708,6,Sr.guillen@tourket.com,sr.8712,zdYS5RBb,"+56 2 0692 2901",9962,66028,"Salida con Amigos",553815,2026-06-30,956000,4
"Ernesto Serna Arredondo",13638182,2,Ernestoarredondo@viajesanma.ceele,Ernestoarredondo,LdZiGq2455QO,"+56 2 3358 0817",1019,62642,"Cena de Trabajo",553823,2025-01-25,273000,7
"Ernesto Serna Arredondo",13.638.182,,,Ernestoarredondo,,,1019,62642,"Cena de Trabajo",,2025/01/13,-1281000,7
"Francisca Casas Bustos",26680756,2,Franciscabustos@marmol.com,frcabu,pveZJi6anmfeP,"+56 2 4585 0529",9164,70140,"Cena de Trabajo",553832,2025/02/07,894000,3
"Isabela Montenegro Cano",24629483,6,Isabelacano@outluc.com,Isabelacano,aorpt41DSgdG,"+56 2 1699 4583",7283,64676,"Salida con Familia",553833,2025-04-11,693000,7
"Isabela Montenegro Cano",24.629.483,6,Isabelacano@outluc.com,Isabelacano,aorpt41DSgdG,+56-2-1699-4583,7283,64676,"Salida con Familia",553836,2026-03-07,588000,7
"César Arroyo Muñiz",18924946,2,cOoarmu@tourket.com,céarmu,k6xAFwYrNl,"+56 2 2161 2315",9310,64826,"Salida con Familia",553837,2025-12-24,1883000,7
"César Arroyo Muñiz",18924946,2,cOoarmu@tourket.com,céarmu,k6xAFwYrNl,"+56 2 2161 2315",9310,64826,"Salida con Familia",553839,2025-11-01,1631000,7
"César Arroyo Muñiz",18924946,2,cOoarmu@tourket.com,céarmu,k6xAFwYrNl,+56-2-2161-2315,9310,64826,"Salida con Familia",553841,2025-04-28,1883000,7
"Mariano Benítez Pedraza",10473181,3,mariano4309@edubus.cal,Marianopedraza,XF3ugBeV,"+56 9 0078 9409",7887,69063,"Salida con Amigos",553842,2025-05-27,2268000,6
"Mariano Benítez Pedraza",10473181,3,mariano4309@edubus.cal,Marianopedraza,XF3ugBeV,"+56 9 0078 9409",7887,69063,"Salida con Amigos",553848,2025-05-12,720000,6
"Esteban Sánchez Batista",19697543,8,essOeba@marmol.com,Estebanbatista,uYxXkjmAiW7UO9,"+56 9 0180 7007",3329,69898,Aniversario,553849,2025-07-09,117000,9
"Bernardo Cotto Escamilla",10342651,0,becoes@viajesanma.com,becoes,bdbTZdZ8hzTJWj,"+56 9 1152 9527",480,68650,"Cena de Trabajo",553856,2025-03-06,1365000,7
"Bernardo Cotto Escamilla",10342651,0,becoes@viajesanma.com,becoes,bdbTZdZ8hzTJWj,"+56 9 1152 9527",480,68650,"Cena de Trabajo",553857,2025-03-05,3248000,7
"Bernardo Cotto Escamilla",10342651,0,becoes@viajesanma.com,becoes,bdbTZdZ8hzTJWj,"+56 9 1152 9527",480,68650,"Cena de Trabajo",553858,2025-01-22,1092000,7
"Margarita Esquivel Uribe",15347959,3,margarita9339@tourket.com,maesur,j2C0RyilP,"+56 9 5108 1218",3758,70182,Aniversario,553860,2025-04-03,336000,3
"Mariana Polanco Calderón",3353996,7,mapoca@tourket.com,Marianacalderón,,,,65895,Vacaciones,,2025-01-25,,4
"Carmen Sierra Benavídez",20.810.649,0,casibe@viajesanma.com,casibe,K61OcyNSWmcZ,"+56 2 2286 9588",2042,70526,"Salida con Amigos",553864,2025/01/28,1260000,5
"Carmen Sierra Benavídez",20810649,0,casibe@viajesanma.ceele,casibe,K61OcyNSWmcZ,"+56 2 2286 9588",2042,70526,"Salida con Amigos",553865,2025-02-11,720000,5
"Claudia Gaitán Montoya",18433749,5,clgamo@viajesanma.com,claudia7853,L56t2rO6A,"+56 9 0026 1116",4026,65855,"Cena de Trabajo",553866,2025-02-07,72000,6
"Timoteo Alonzo Delagarza",13645087,5,Timoteodelagarza@outluc.com,Timoteodelagarza,Agi8ulhNK,"+56 2 1126 4796",6438,65722,Vacaciones,553867,2025-09-14,780000,4
"Timoteo Alonzo Delagarza",13645087,5,Timoteodelagarza@outluc.com,Timoteodelagarza,Agi8ulhNK,"+56 2 1126 4796",6438,65722,Vacaciones,553869,2025/03/10,-252000,4
"Timoteo Alonzo Delagarza",13645087,5,Timoteodelagarza@outluc.com,Timoteodelagarza,Agi8ulhNK,"+56 2 1126 4796",6438,65722,Vacaciones,553874,2025-08-15,624000,4
"Sr. Inés Mercado Griego",6609570,3,sr.7910@marmol.com,sr.2233,aprLIFuG8B9yDO,"+56 2 0146 8889",1400,64146,Vacaciones,553875,2025-02-26,1204000,4
"Sr. Inés Mercado Griego",6609570,3,sr.7910@marmol.com,sr.2233,aprLIFuG8B9yDO,+56-2-0146-8889,1400,64146,Vacaciones,553876,2025/04/16,1596000,4
"Isabel Tamez Irizarry",14838265,4,istair@@wass.com,isabel6644,CyipY4bib8,"+56 2 0273 3936",384,67544,"Salida con Familia",553902,2025-03-10,-1470000,10
"Agustín Puente Corona",29488429,7,agustOAn9040@tourket.com,agustín3992,GM7PKxgT4NSC,"+56 9 1220 2063",4089,68031,"Salida con Familia",553877,2025-05-12,710000,5
"Agustín Puente Corona",29488429,7,agustOAn9040@tourket.com,agustín3992,GM7PKxgT4NSC,+56-9-1220-2063,4089,68031,"Salida con Familia",553878,2025-01-31,870000,5
"Natalia Zelaya Montalvo",10318283,2,nazemo@tourket.ceele,nazemo,v62X9nyYcyTF,"+56 2 8538 2924",7175,61328,Vacaciones,553880,2025/08/23,1206000,9
,19731012,0,,vicabu,,+56-9-1663-7110,1550,61760,,553883,,924000,7
"Antonia Casanova Lomeli",21234393,5,ancalo@@viajesanma.com,ancalo,TQ80VqDb,"+56 9 0463 5149",4414,72047,Aniversario,553890,2025/03/10,392000,2
"Antonia Casanova Lomeli",21.234.393,5,ancalo@viajesanma.com,ancalo,TQ80VqDb,"+56 9 0463 5149",4414,72047,Aniversario,553892,2025-03-24,222000,2
"Antonia Casanova Lomeli",21234393,5,,,,,4414,72047,,553893,2025/01/31,-100000,2
"Isabel Tamez Irizarry",14838265,4,istair@wass.com,isabel6644,CyipY4bib8,"+56 2 0273 3936",384,67544,"Salida con Familia",553900,2025/08/30,1040000,10
"Isabel Tamez Irizarry",14838265,4,istair@wass.com,isabel6644,CyipY4bib8,"+56 2 0273 3936",384,67544,"Salida con Familia",553901,2026-06-26,930000,10
"Marcela Rojas Tijerina",8.654.611,6,marcela494@edubus.cal,Marcelatijerina,cHi5Mkr3KUR,"+56 2 9445 3399",2297,68259,Aniversario,553903,2025-02-28,492000,6
"Marcela Rojas Tijerina",8654611,6,marcela494@edubus.cal,Marcelatijerina,cHi5Mkr3KUR,"+56 2 9445 3399",2297,68259,Aniversario,553910,2025-02-06,792000,6
"Amalia Correa Nieto",5043504,0,Amalianieto@@outluc.com,amconi,aoWzmz1ajci,"+56 2 8511 9438",268,71118,"Salida con Familia",553911,2026-03-16,684000,9
"Sra. Miguel Espino Rendón",7742118,1,srmiesre@marmol.com,srmiesre,QEQN2OmbvsoD81i,"+56 2 6384 0323",6501,63631,"Cena de Trabajo",553913,2025-02-12,1310000,10
"Sra. Miguel Espino Rendón",7742118,1,srmiesre@marmol.com,srmiesre,QEQN2OmbvsoD81i,"+56 2 6384 0323",6501,63631,"Cena de Trabajo",553921,2025-06-01,1410000,10
"Sta. Reina Banda Nevárez",19432369,7,sta.7942@viajesanma.com,sta.8613,cltYCOHZN3qrntx0,+56-2-8313-9890,9544,71344,"Salida con Familia",553926,2026-02-15,374000,2
"Sta. Reina Banda Nevárez",19.432.369,7,sta.7942@viajesanma.com,sta.8613,cltYCOHZN3qrntx0,"+56 2 8313 9890",9544,71344,"Salida con Familia",553929,2025-08-12,234000,2
"Roberto Lucero Montero",9555878,0,rolumo@tourket.com,rolumo,1zwW4OSdj,"+56 9 9533 1327",6787,63543,"Salida con Familia",553930,2025-06-11,888000,6
"Silvia Rosario Fuentes",28733874,0,sirofu@tourket.com,silvia4090,ZnY5WUn9Fg4RNa,"+56 2 4538 9526",6251,71023,"Salida con Amigos",553931,2026-06-14,2328000,6
"Silvia Rosario Fuentes",28733874,0,sirofu@tourket.com,silvia4090,ZnY5WUn9Fg4RNa,"+56 2 4538 9526",6251,71023,"Salida con Amigos",553932,2026-02-04,1656000,6
,28733874,0,sirofu@tourket.com,,ZnY5WUn9Fg4RNa,"+56 2 4538 9526",6251,,"Salida con Amigos",,2026-05-09,,6
"Sr. Margarita Manzanares Garay",3.461.604,3,Sr.garay@marmol.ceele,Sr.garay,9WAQbyTcY53wmfj,+56-2-7298-1500,9106,64099,Vacaciones,553935,2025-04-26,600000,10
