id,correo_usuario,reserva_id,estrellas,descripcion
7555,Gustavomatos617@outluc.com,,,
7556,Federicoarreola639@wass.com,103132,,
7557,Sra.orellana543@tourket.com,103146,27,Podría mejorar
7558,Sra.orellana543@tourket.com,103154,5,Excelente
7559,gabriela7907806@viajesanma.com,103169,2,No me convenció del todo
7560,Evaorta286@edubus.cal,103179,,
7561,joadti174@wass.com,103185,,
7562,isarre176@wass.com,103191,,
7563,Rociojáquez262@outluc.com,103197,,Muy insatisfecho
7564,Rociojáquez262@outluc.com,103199,,
7565,beesbe372@outluc.com,103202,5,Sin duda volveré
7566,Jaimelongoria236@viajesanma.com,103228,,
7567,Jaimelongoria236@viajesanma.com,103229,,
7568,maancora809@tourket.com,103238,,
7569,benito4478388@viajesanma.com,103276,,
7570,benito4478388@viajesanma.com,103279,5,Servicio de primera
7571,benito4478388@viajesanma.com,103282,,"Cumplió con mis expectativas, pero sin destacar"
7572,Josérosales294@wass.com,103292,2,Regular
7573,juan4715798@outluc.com,103294,4,Me atendieron bien
7574,juan4715798@outluc.com,103300,3,Aceptable
7575,emilio6169968@wass.com,103312,3,Aceptable
7576,,103314,69,Aceptable
7577,daniel8060396@viajesanma.com,,,
7578,srgusaes484@outluc.com,,,
7579,elnavi874@viajesanma.com,103336,,
7580,miáncame917@marmol.com,103348,3,Servicio regular
7581,miáncame917@marmol.com,103357,,Me atendieron bien
7582,Maríajasso910@edubus.cal,103376,,
7583,Maríajasso910@edubus.cal,103377,,
7584,,103407,5,Sin duda volveré
7585,,103434,2,Regular
7586,majopabe555@tourket.com,103436,,Podría mejorar
7587,srbeseta886@tourket.com,103445,,
7588,logaab560@edubus.cal,103457,,
7589,,103466,1,
7590,elsa1135511@outluc.com,103489,3,Podría mejorar
7591,,103504,,
7592,carla3634948@wass.com,,4,Me atendieron bien
7593,carla3634948@wass.com,103519,,
7594,josé5690226@marmol.com,103531,3,
7595,claudia3864958@marmol.com,103553,,
7596,jerónimo699133@viajesanma.com,103566,,
7597,mario7435376@tourket.com,103603,,
7598,sergio2610819@marmol.com,103612,1,No vuelvo más
7599,joluamga363@edubus.cal,103625,,
7600,,103645,3,"Cumplió con mis expectativas, pero sin destacar"
7601,francisco5086593@viajesanma.com,103660,2,No lo recomendaría
7602,Sr.báez535@outluc.com,103679,4,Bueno
7603,Sr.báez535@outluc.com,103681,39,"Cumplió con mis expectativas, pero sin destacar"
7604,Gonzalomiramontes254@wass.com,103711,,
7605,isabel2919346@viajesanma.com,103715,,
7606,isabel2919346@viajesanma.com,103719,,
7607,agustín5330113@tourket.com,103734,3,"Cumplió con mis expectativas, pero sin destacar"
7608,Mercedesalmonte943@marmol.com,103746,3,Servicio regular
7609,Mercedesalmonte943@marmol.com,103747,4,Buena experiencia en general
7610,Mercedesalmonte943@marmol.com,103748,2,No me convenció del todo
7611,alejandro1114795@viajesanma.com,103763,3,Podría mejorar
7612,leonor9058571@edubus.cal,103775,,
7613,alorca168@viajesanma.com,103778,,Bueno
7614,Luismota517@outluc.com,103790,,
7615,Alejandrodelgado963@tourket.com,103799,,
7616,Alejandrodelgado963@tourket.com,103807,,
7617,Joséserrato685@wass.com,103828,3,"Cumplió con mis expectativas, pero sin destacar"
7618,Joséserrato685@wass.com,103831,5,Sin duda volveré
7619,Joséserrato685@wass.com,103832,3,Podría mejorar
7620,Joséserrato685@wass.com,103835,,
7621,stmórule909@viajesanma.com,103848,86,Buena experiencia en general
7622,stmórule909@viajesanma.com,,3,Podría mejorar
7623,igalal276@marmol.com,103855,,
7624,igalal276@marmol.com,103856,3,Podría mejorar
7625,igalal276@marmol.com,,,
7626,claudia8316641@viajesanma.com,103901,4,"Satisfecho, pero hay detalles por mejorar"
7627,,103904,,
7628,raacsa929@edubus.cal,103906,2,Hubo varios problemas
7629,caridad6905861@edubus.cal,103914,,
7630,sra.6947633@tourket.com,103936,,
7631,Gilbertopiña566@marmol.com,103946,,
7632,Maríahinojosa247@wass.com,103954,,
7633,sra.1334886@marmol.com,103977,32,Podría mejorar
7634,,103982,5,Excelente
7635,alejandro2734446@viajesanma.com,104019,,
7636,,104027,20,
7637,srlerepr997@tourket.com,,4,Me atendieron bien
7638,srlerepr997@tourket.com,104042,30,Malo
7639,srlerepr997@tourket.com,104045,,
7640,srlerepr997@tourket.com,104046,2,No me convenció del todo
7641,srlerepr997@tourket.com,104048,1,Muy insatisfecho
7642,victoria3491746@wass.com,,1,Malo
7643,,104090,,
7644,jucaviar580@outluc.com,104099,12,Regular
7645,jucaviar580@outluc.com,104101,,
7646,sthevées389@marmol.com,104110,1,Malo
7647,alreci801@tourket.com,,,
7648,alejandro8385216@viajesanma.com,104147,53,
7649,,104160,1,Malo
7650,Andreaguardado405@marmol.com,104166,5,Muy satisfecho
7651,sra.7188435@outluc.com,104230,,
7652,sra.7925553@marmol.com,104253,5,Excelente
7653,sra.7925553@marmol.com,104255,1,No vuelvo más
7654,Aliciavelázquez168@tourket.com,104272,5,Servicio de primera
7655,Marcelaáguilar314@edubus.cal,104295,3,"Cumplió con mis expectativas, pero sin destacar"
7656,srgrloba162@outluc.com,104325,1,No vuelvo más
7657,concepción9046533@wass.com,104330,75,Completamente decepcionado
7658,javier4780879@viajesanma.com,,,
7659,javier4780879@viajesanma.com,104342,,
7660,Sr.aguayo835@viajesanma.com,,,
7661,sta.3752510@viajesanma.com,104352,1,Completamente decepcionado
7662,désear406@viajesanma.com,104388,,
7663,Sanchobriseño421@outluc.com,104394,,
7664,carmen7321379@marmol.com,104417,,Servicio regular
7665,Bernardomagaña276@marmol.com,104420,2,Regular
7666,mategugo433@outluc.com,104427,,No lo recomendaría
7667,mategugo433@outluc.com,104431,2,
7668,,,1,Muy insatisfecho
7669,cltrpu724@marmol.com,104470,,
7670,,104495,5,Servicio de primera
7671,estela8247925@wass.com,104496,4,"Satisfecho, pero hay detalles por mejorar"
7672,,104501,5,Servicio de primera
7673,Josévillegas181@viajesanma.com,104511,,
7674,sradgaes581@marmol.com,104531,92,Me atendieron bien
7675,teresa3746431@edubus.cal,104538,5,Muy satisfecho
7676,Leonorsoliz140@outluc.com,104546,,
7677,jenámu147@wass.com,104553,1,Malo
7678,jenámu147@wass.com,104558,4,Me atendieron bien
7679,giurna570@edubus.cal,104594,3,Servicio regular
7680,Joaquínmesa166@tourket.com,104607,53,Servicio regular
7681,octavio2825116@outluc.com,104623,5,Superó mis expectativas
7682,Sra.castillo355@wass.com,104640,,
7683,Gonzalomiramontes254@wass.com,104653,,
7684,,104679,3,"Cumplió con mis expectativas, pero sin destacar"
7685,Gonzalomiramontes254@wass.com,104667,,
7686,,104685,2,Regular
7687,sra.3720171@viajesanma.com,104688,,
7688,Sra.sanabria958@edubus.cal,104704,2,Hubo varios problemas
7689,Sra.sanabria958@edubus.cal,104708,3,Podría mejorar
7690,Sra.sanabria958@edubus.cal,104714,,
7691,majopabe555@tourket.com,104733,,
7692,,104743,2,No lo recomendaría
7693,madecamape194@viajesanma.com,104766,4,Bueno
7694,srcarimo323@marmol.com,104773,,Aceptable
7695,srcarimo323@marmol.com,104775,,
7696,,104785,1,Malo
7697,lola9204912@edubus.cal,104800,5,Sin duda volveré
7698,Sra.tejada842@marmol.com,104805,1,No vuelvo más
7699,josé9007506@wass.com,104813,,
7700,germán728890@viajesanma.com,104821,70,Pésimo
7701,germán728890@viajesanma.com,104822,2,
7702,joemcava219@viajesanma.com,104836,,
7703,,104842,5,Superó mis expectativas
7704,beatriz1427156@viajesanma.com,104847,,
7705,alsofu422@tourket.com,104855,4,Me atendieron bien
7706,rosario4878183@wass.com,104861,3,Servicio regular
7707,joesse714@viajesanma.com,104878,3,Aceptable
7708,sta.2056184@viajesanma.com,104888,,
7709,sta.2056184@viajesanma.com,104891,4,"Satisfecho, pero hay detalles por mejorar"
7710,sta.2056184@viajesanma.com,104895,1,Completamente decepcionado
7711,sta.2056184@viajesanma.com,104898,5,Superó mis expectativas
7712,Sr.rincón745@marmol.com,104912,,
7713,Sr.rincón745@marmol.com,104917,53,Malo
7714,rihepu595@outluc.com,,,Regular
7715,,104979,,
7716,sranmele250@viajesanma.com,104986,4,Me atendieron bien
7717,Esperanzarael286@outluc.com,105002,17,"Satisfecho, pero hay detalles por mejorar"
7718,,105008,4,Me atendieron bien
7719,Martínríos841@marmol.com,105020,,
7720,majobrha614@marmol.com,105056,1,No vuelvo más
7721,,105069,,
7722,,105082,3,Servicio regular
7723,helima194@viajesanma.com,105084,2,Hubo varios problemas
7724,armade579@wass.com,105138,4,"Satisfecho, pero hay detalles por mejorar"
7725,laquce281@edubus.cal,105159,,
7726,gubeca477@outluc.com,105174,,
7727,gubeca477@outluc.com,105175,5,Sin duda volveré
7728,Hernánviera459@edubus.cal,105183,,
7729,Guadalupemena974@edubus.cal,105185,3,Aceptable
7730,macara960@viajesanma.com,105196,,
7731,,105206,3,"Cumplió con mis expectativas, pero sin destacar"
8173,,110098,,
7734,maorpá777@edubus.cal,105258,4,Buena experiencia en general
7735,maorpá777@edubus.cal,105259,,
7736,Anaméndez252@wass.com,105278,51,Muy insatisfecho
7737,Anaméndez252@wass.com,105280,4,Buena experiencia en general
7738,Anaméndez252@wass.com,105287,,
7739,Emiliagastélum383@marmol.com,105293,,
7740,tenial845@viajesanma.com,105309,2,No me convenció del todo
7741,tenial845@viajesanma.com,105312,5,Servicio de primera
7742,,105313,,
7743,ósbole577@viajesanma.com,105323,51,Bueno
7744,,,,Hubo varios problemas
7745,Carlosuribe251@viajesanma.com,105365,3,"Cumplió con mis expectativas, pero sin destacar"
7746,Cristiancamarillo609@wass.com,105376,,
7747,Cristiancamarillo609@wass.com,105381,,
7748,Lourdesmelgar597@tourket.com,105393,,
7749,Lourdesmelgar597@tourket.com,105401,,
7750,amalia6856685@tourket.com,105427,,
7751,lozúri351@outluc.com,,,Hubo varios problemas
7752,pedro5542744@outluc.com,105465,,
7753,pedro5542744@outluc.com,,4,"Satisfecho, pero hay detalles por mejorar"
7754,lourpu923@outluc.com,105490,4,"Satisfecho, pero hay detalles por mejorar"
7755,,105491,,No me convenció del todo
7756,,105492,,
7757,lourpu923@outluc.com,105495,5,Superó mis expectativas
7758,,105496,4,Bueno
7759,srelsama580@outluc.com,105575,,
7760,,105576,,
7761,revabu992@outluc.com,105577,,
7762,guleso555@marmol.com,105578,,Me atendieron bien
7763,sta.6560419@marmol.com,,,
7764,goheco319@edubus.cal,105638,,
7765,mariana3010734@outluc.com,105688,4,Me atendieron bien
7766,Antoniaferrer521@marmol.com,105663,2,No me convenció del todo
7767,Antoniaferrer521@marmol.com,105664,3,"Cumplió con mis expectativas, pero sin destacar"
7768,Antoniaferrer521@marmol.com,105665,2,No me convenció del todo
7769,joesse714@viajesanma.com,105683,,
7770,joesse714@viajesanma.com,105684,,
7771,Marcelagarza762@wass.com,,,
7772,hovabr947@viajesanma.com,105733,,
7773,relear249@tourket.com,105737,,Buena experiencia en general
7774,sradgaes581@marmol.com,105746,,
7775,miáncame917@marmol.com,105767,4,Buena experiencia en general
7776,anita2549427@outluc.com,105777,2,Hubo varios problemas
7777,gealso323@wass.com,105791,3,
7778,,105813,2,Hubo varios problemas
7779,jucasa710@tourket.com,105817,4,Me atendieron bien
7780,salvador3819754@marmol.com,105853,1,Malo
7781,Andrearuiz309@outluc.com,105863,3,Podría mejorar
7782,josé9007506@wass.com,105912,,
7783,Sr.covarrubias178@viajesanma.com,105935,,
7784,marilu2791390@marmol.com,105940,2,Hubo varios problemas
7785,marilu2791390@marmol.com,105942,,
7786,,105967,5,Excelente
7787,stletoec412@wass.com,,37,No me convenció del todo
7788,Sta.vera564@edubus.cal,105995,,
7789,Sta.vera564@edubus.cal,105996,4,Bueno
7790,,,,
7791,maqura244@tourket.com,,,
7792,sra.3052885@marmol.com,106028,,
7793,horacio8196232@wass.com,,,
7794,Sr.aguayo835@viajesanma.com,106070,,
7795,claudia3864958@marmol.com,106086,,
7796,claudia3864958@marmol.com,106087,,Servicio de primera
7797,alfredo849677@outluc.com,106089,4,"Satisfecho, pero hay detalles por mejorar"
7798,susana9334818@viajesanma.com,106095,,
7799,Sra.atencio666@wass.com,106102,4,Bueno
7800,Sra.atencio666@wass.com,106103,42,Regular
7801,santiago2593596@edubus.cal,106117,,
7802,santiago2593596@edubus.cal,106120,,Me atendieron bien
7803,maría483692@edubus.cal,106124,,
7804,maría483692@edubus.cal,106129,,
7805,luisa3743655@tourket.com,106132,,
7806,Eduardomadrigal629@wass.com,106134,,
7807,julio865652@edubus.cal,106135,,
7808,jesús6378237@viajesanma.com,106142,,
7809,Ramónrolón465@wass.com,106164,,
7810,Ramónrolón465@wass.com,106167,,
7811,givaro399@outluc.com,106185,,
7812,jenámu147@wass.com,106188,,
7813,maría4964879@edubus.cal,106192,3,Servicio regular
7814,maría4964879@edubus.cal,106193,5,Muy satisfecho
7815,Oliviamolina242@viajesanma.com,106201,2,Hubo varios problemas
7816,doropi546@tourket.com,106208,80,Servicio regular
7817,doropi546@tourket.com,106209,3,"Cumplió con mis expectativas, pero sin destacar"
7818,doropi546@tourket.com,106210,,
7819,ramona5543871@marmol.com,106226,,
7820,raúl8883626@wass.com,106243,,Pésimo
7821,raúl8883626@wass.com,106244,,"Cumplió con mis expectativas, pero sin destacar"
7822,secoac215@viajesanma.com,106248,,
7823,óshelo210@outluc.com,106254,,Sin duda volveré
7824,Leticiameléndez767@tourket.com,106259,46,Servicio de primera
7825,Leticiameléndez767@tourket.com,106268,,
7826,Leticiameléndez767@tourket.com,106269,1,Malo
7827,Estebanmoreno815@outluc.com,106282,,
7828,sra.7171762@wass.com,106308,,
7829,berta1179933@edubus.cal,106329,,
7830,Sta.razo193@viajesanma.com,106376,,
7831,subrqu744@marmol.com,106386,,
7832,Octavioordóñez469@viajesanma.com,106423,,
7833,germán8632454@wass.com,106444,4,Bueno
7834,agustín4570813@marmol.com,106464,,
7835,Emiliodíaz846@marmol.com,106475,,
7836,Emiliodíaz846@marmol.com,106477,27,Hubo varios problemas
7837,caolli626@edubus.cal,106481,23,"Satisfecho, pero hay detalles por mejorar"
7838,,106485,2,Hubo varios problemas
7839,,106510,3,
7840,srnaceca743@outluc.com,106516,,
7841,macael784@viajesanma.com,,4,Buena experiencia en general
7842,Octavioordóñez469@viajesanma.com,106537,,
8933,,,,
7843,Margaritaarredondo953@edubus.cal,,,
7844,sta.1276352@tourket.com,106582,4,Bueno
7845,jucohu324@viajesanma.com,106583,,
7846,Sr.quezada287@outluc.com,106588,4,"Satisfecho, pero hay detalles por mejorar"
7847,Sr.quezada287@outluc.com,106597,13,Podría mejorar
7848,reina7291553@viajesanma.com,106634,2,No lo recomendaría
7849,reina7291553@viajesanma.com,106638,4,"Satisfecho, pero hay detalles por mejorar"
7850,reina7291553@viajesanma.com,106640,2,Regular
7851,Gloriafonseca397@wass.com,106657,,
7852,escapa296@viajesanma.com,106660,1,Malo
7853,escapa296@viajesanma.com,106665,77,Malo
7854,Anaguerra116@outluc.com,,2,Hubo varios problemas
7855,,106671,,
7856,juan3320373@wass.com,106683,2,No lo recomendaría
7857,Evamaya649@edubus.cal,106702,3,Servicio regular
7858,Evamaya649@edubus.cal,106709,3,"Cumplió con mis expectativas, pero sin destacar"
7859,dasaca993@viajesanma.com,106721,,Podría mejorar
7860,blviju147@tourket.com,106733,3,Aceptable
7861,,106746,,
7862,ruesve402@wass.com,106756,4,"Satisfecho, pero hay detalles por mejorar"
7863,Manuelbecerra686@marmol.com,106766,3,Podría mejorar
7864,Jaimeserna449@tourket.com,106775,3,"Cumplió con mis expectativas, pero sin destacar"
7865,ignacio3150773@viajesanma.com,106808,,
7866,gupita391@marmol.com,106825,3,Aceptable
7867,gupita391@marmol.com,106826,,
7868,grgafa303@marmol.com,106842,,
7869,almagi637@viajesanma.com,106848,,
7870,almagi637@viajesanma.com,106849,,
7871,Sra.agosto600@marmol.com,106854,,
7872,becoca620@tourket.com,106861,,
7873,Sta.chávez640@outluc.com,106874,,
7874,Josévillegas181@viajesanma.com,,3,"Cumplió con mis expectativas, pero sin destacar"
7875,elflza953@outluc.com,106893,,
7876,Marisoltello847@tourket.com,,2,Regular
7877,antonio1886984@marmol.com,106909,3,"Cumplió con mis expectativas, pero sin destacar"
7878,antonio1886984@marmol.com,106911,1,Muy insatisfecho
7879,leonor6694280@wass.com,106924,,
7880,leonor6694280@wass.com,106928,4,
7881,Normaquiroz570@viajesanma.com,106936,,Sin duda volveré
7882,cristina7718611@tourket.com,106998,3,
7883,joemseco465@marmol.com,107024,,
7884,beroma509@wass.com,,1,No vuelvo más
7885,,107023,2,Regular
7886,stolorpá727@edubus.cal,107039,,
7887,sta.1276352@tourket.com,107048,100,Hubo varios problemas
7888,,107052,1,Completamente decepcionado
7889,sta.1276352@tourket.com,107058,5,Excelente
7890,joaquín5270531@tourket.com,,,
7891,leonor6100282@tourket.com,107104,1,Completamente decepcionado
7892,escapa296@viajesanma.com,107112,,
7893,sta.6818357@outluc.com,107116,3,Podría mejorar
7894,sta.6818357@outluc.com,107120,5,Muy satisfecho
7895,fearro932@outluc.com,107151,,
7896,Cristobalmayorga315@wass.com,107163,,
7897,Sanchocotto860@edubus.cal,107167,,
7898,Sanchocotto860@edubus.cal,107181,,Podría mejorar
7899,Oliviahernández922@marmol.com,107190,,
7900,Oliviahernández922@marmol.com,107194,,
7901,olivia4165777@edubus.cal,107205,,
7902,olivia4165777@edubus.cal,107206,1,Malo
7903,gonzalo6826248@edubus.cal,107220,26,Podría mejorar
7904,gonzalo6826248@edubus.cal,107222,,
7905,dimavá683@marmol.com,,4,Bueno
7906,marcos4781389@outluc.com,107239,4,Buena experiencia en general
7907,,107246,1,Malo
7908,sta.8204248@tourket.com,107272,1,Muy insatisfecho
7909,,107280,,
7910,Sta.vera564@edubus.cal,107284,,
7911,josé9740197@viajesanma.com,107288,5,Excelente
7912,,107296,1,No vuelvo más
7913,estela7516998@edubus.cal,107312,,
7914,sta.6560419@marmol.com,107316,,
7915,Eloisazúñiga114@marmol.com,,,
7916,Ariadnacornejo494@edubus.cal,107339,,
7917,lolija762@viajesanma.com,107344,,No lo recomendaría
7918,lolija762@viajesanma.com,107353,2,Regular
7919,esteban3413936@tourket.com,107363,,
7920,esteban3413936@tourket.com,107365,,Regular
7921,Jorgerangel377@outluc.com,,5,Sin duda volveré
7922,Isabelrascón708@tourket.com,107383,,
7923,romome527@wass.com,107394,3,
7924,Leticiabecerra954@viajesanma.com,107404,,
7925,,107424,5,Superó mis expectativas
7926,laura7442219@tourket.com,107440,,
7927,sr.9797112@tourket.com,107454,,
7928,sr.9797112@tourket.com,107459,4,Me atendieron bien
7929,sr.9476539@wass.com,107464,,
7930,germán728890@viajesanma.com,,5,Superó mis expectativas
7931,Gloriabravo118@viajesanma.com,107505,,
7932,Isabelvergara485@edubus.cal,107516,,
7933,Isabelvergara485@edubus.cal,107523,3,"Cumplió con mis expectativas, pero sin destacar"
7934,Isabelvergara485@edubus.cal,107524,2,Regular
7935,sr.5767805@edubus.cal,107525,,
7936,Sta.cardenas262@viajesanma.com,107531,,
7937,Ignaciocastañeda981@marmol.com,107540,,
7938,Davidalarcón145@edubus.cal,107554,,
7939,Davidalarcón145@edubus.cal,,,
7940,bemega791@edubus.cal,107574,5,Sin duda volveré
7941,sra.9914134@outluc.com,107588,4,Buena experiencia en general
7942,Hernánrosado402@viajesanma.com,107599,,
7943,sofia1153676@wass.com,107603,1,Muy insatisfecho
7944,sra.6769211@viajesanma.com,107626,,
7945,,107639,4,"Satisfecho, pero hay detalles por mejorar"
7946,pilar5448594@edubus.cal,107649,,
7947,,107653,2,Regular
7948,davéme730@tourket.com,107661,,
7949,loorur460@marmol.com,107683,,
7950,óstobe285@marmol.com,107685,1,Muy insatisfecho
7951,óstobe285@marmol.com,107687,1,Pésimo
7952,Sra.mesa755@tourket.com,107696,,
7953,Sra.mesa755@tourket.com,107701,,
7954,sancho9254644@outluc.com,107714,,
7955,Sra.carrion912@outluc.com,107746,5,Muy satisfecho
7956,Juanaolvera617@edubus.cal,107757,,
7957,josefina7589382@outluc.com,107776,,
7958,,107782,3,Servicio regular
7959,Oliviahernández922@marmol.com,107805,1,Completamente decepcionado
7960,sra.2431901@tourket.com,107807,14,Excelente
7961,licaca186@wass.com,107816,3,Servicio regular
7962,Eduardoagosto919@marmol.com,107837,5,Excelente
7963,sra.1334886@marmol.com,107839,4,"Satisfecho, pero hay detalles por mejorar"
7964,ancobá990@edubus.cal,107848,,Muy satisfecho
7965,maría1533797@edubus.cal,107868,,
7966,sta.7659466@edubus.cal,,,
7967,reina5894422@edubus.cal,107900,,
7968,madáco873@wass.com,107917,,
7969,gonzalo7708245@wass.com,107937,,Excelente
7970,ramona498234@marmol.com,107940,,
7971,ramona498234@marmol.com,,2,No lo recomendaría
7972,ramona498234@marmol.com,107945,,
7973,luisa6107945@wass.com,107953,4,Buena experiencia en general
7974,gipana727@edubus.cal,107968,,
7975,,107980,4,Bueno
7976,alejandra5706442@tourket.com,107985,,
7977,Sofiacazares811@wass.com,107988,,
7978,juchmo933@marmol.com,107991,,
7979,jorge4470264@outluc.com,108005,,
7980,jorge4470264@outluc.com,108012,5,Sin duda volveré
7981,Franciscosantiago432@outluc.com,108019,1,No vuelvo más
7982,clvemo716@edubus.cal,,,
7983,Sra.carbajal674@marmol.com,,3,"Cumplió con mis expectativas, pero sin destacar"
7984,tomás7451786@edubus.cal,108064,,
7985,stmagaig212@outluc.com,,,
7986,stcacaes439@tourket.com,108081,,
7987,gloqba754@edubus.cal,108090,,
7988,milesa806@wass.com,,3,"Cumplió con mis expectativas, pero sin destacar"
7989,milesa806@wass.com,108101,4,"Satisfecho, pero hay detalles por mejorar"
7990,milesa806@wass.com,108104,4,"Satisfecho, pero hay detalles por mejorar"
7991,Ernestosalazar472@edubus.cal,108109,,
7992,Ernestosalazar472@edubus.cal,108113,5,Muy satisfecho
7993,Ernestosalazar472@edubus.cal,108114,,
7994,Sra.sierra894@outluc.com,108127,,
7995,Sra.sierra894@outluc.com,108131,,
7996,Isabeltreviño375@edubus.cal,108150,2,Hubo varios problemas
7997,blpavi311@edubus.cal,108156,1,No vuelvo más
7998,jacabr338@outluc.com,108170,2,Hubo varios problemas
7999,Robertorubio766@edubus.cal,108174,4,Bueno
8000,Alfredopreciado296@edubus.cal,108188,,
8001,siaypa710@viajesanma.com,108214,5,Excelente
8002,,108229,3,Servicio regular
8003,Pilarmiranda500@wass.com,108240,3,
8004,Pilarmiranda500@wass.com,108245,,
8005,Pilarmiranda500@wass.com,108247,4,Buena experiencia en general
8006,,108253,4,Bueno
8007,enrique915368@marmol.com,108254,,
8008,ancoro565@wass.com,108283,2,No me convenció del todo
8009,ancoro565@wass.com,108297,1,Pésimo
8010,,108306,3,
8011,lorenzo3679798@wass.com,108307,,
8012,viarga905@outluc.com,108346,2,
8013,viarga905@outluc.com,108352,,
8014,srvimefl216@tourket.com,108380,,
8015,srvimefl216@tourket.com,108385,5,Muy satisfecho
8016,srvimefl216@tourket.com,108388,,
8017,cresca507@viajesanma.com,108396,5,Servicio de primera
8018,Sra.berríos215@outluc.com,108419,5,Superó mis expectativas
8019,emilia1212440@viajesanma.com,,1,No vuelvo más
8020,,108426,,
8021,,108430,3,Podría mejorar
8022,Evaorta286@edubus.cal,108435,3,Podría mejorar
8023,Ceciliamontes538@edubus.cal,108449,,
8024,Sra.salinas627@viajesanma.com,108490,,
8025,tomás207795@outluc.com,108519,3,
8026,luisa6107945@wass.com,,4,Bueno
8027,,,2,Regular
8028,Vicentezambrano665@wass.com,,,
8029,Vicentezambrano665@wass.com,108601,1,Pésimo
8030,Salvadorornelas952@outluc.com,108605,,
8031,Salvadorornelas952@outluc.com,108607,3,Podría mejorar
8032,,108625,2,Regular
8033,blanca8038817@viajesanma.com,108631,,
8034,blanca8038817@viajesanma.com,,,
8035,blanca8038817@viajesanma.com,,5,Muy satisfecho
8036,gilomá332@viajesanma.com,108653,,
8037,gilomá332@viajesanma.com,108659,4,Buena experiencia en general
8038,gilomá332@viajesanma.com,108662,1,Pésimo
8039,Sra.montañez414@edubus.cal,,,
8040,Sra.montañez414@edubus.cal,108684,,Servicio de primera
8041,,108689,5,Sin duda volveré
8042,Marianaocampo526@edubus.cal,108698,,
8043,flbale180@marmol.com,108699,28,Buena experiencia en general
8044,,108700,3,Servicio regular
8045,Raúlcaraballo974@marmol.com,108706,1,Malo
8046,Raúlcaraballo974@marmol.com,108709,1,
8047,yorico704@edubus.cal,,,
8048,mazeza307@viajesanma.com,108735,,Servicio de primera
8049,Ceciliaporras578@outluc.com,108807,54,Regular
8050,Gabrielajaramillo327@viajesanma.com,108809,,
8051,Gabrielajaramillo327@viajesanma.com,108810,,
8052,emilio6169968@wass.com,108817,,
8053,manuel5946867@tourket.com,109208,,
8054,romebr232@marmol.com,109213,,
8055,cresca507@viajesanma.com,108823,,Muy satisfecho
8056,cresca507@viajesanma.com,108829,,
8057,alicia5355768@marmol.com,108850,2,No me convenció del todo
8058,sta.2751592@wass.com,108863,,
8059,Sra.agosto600@marmol.com,108870,,
8060,marcela9324829@wass.com,108877,16,
8061,Marcelaramos215@marmol.com,108883,3,Servicio regular
8062,agustín9413325@outluc.com,108897,,
8063,capode618@outluc.com,108926,3,Aceptable
8064,capode618@outluc.com,108928,4,Buena experiencia en general
8065,capode618@outluc.com,108930,,
8066,gubeca477@outluc.com,108937,,
8067,Fernandocortés200@wass.com,108949,,
8068,ampoap519@tourket.com,108967,,
8069,Maríabriseño689@edubus.cal,108979,2,Hubo varios problemas
8070,ana8383232@tourket.com,109007,,
8071,Mariorivas700@marmol.com,109014,2,No me convenció del todo
8072,julia8587147@marmol.com,109018,,
8073,federico3514928@edubus.cal,109031,2,Regular
8074,lilean881@marmol.com,109039,,
8075,,109041,1,No vuelvo más
8076,lilean881@marmol.com,109046,1,Malo
8077,Martínríos841@marmol.com,109056,,
8078,Martínríos841@marmol.com,,2,Regular
8079,jeboro979@edubus.cal,109079,,
8080,josefina4470996@viajesanma.com,109085,,Muy insatisfecho
8081,,109087,,
8082,fesahe371@viajesanma.com,109098,,
8083,virava360@viajesanma.com,109107,4,"Satisfecho, pero hay detalles por mejorar"
8084,Sta.malave268@tourket.com,109130,,
8085,Sra.orellana543@tourket.com,109136,,
8086,srjamuag493@wass.com,109154,3,"Cumplió con mis expectativas, pero sin destacar"
8087,Sta.marín335@edubus.cal,109161,4,"Satisfecho, pero hay detalles por mejorar"
8088,Sr.tirado913@outluc.com,109166,2,Hubo varios problemas
8089,srjanees224@viajesanma.com,109228,,
8090,srjanees224@viajesanma.com,109232,,
8091,evanam172@wass.com,109247,4,"Satisfecho, pero hay detalles por mejorar"
8092,evanam172@wass.com,109249,4,Bueno
8093,,109253,,
8094,evanam172@wass.com,109255,3,Podría mejorar
8095,eva9441686@viajesanma.com,109263,,
8096,tolima477@marmol.com,109267,,
8097,,109290,,
8098,mercedes3822908@outluc.com,109291,,
8099,stjucémabá162@viajesanma.com,,4,Me atendieron bien
8100,stjucémabá162@viajesanma.com,109306,,
8101,majoágla281@tourket.com,109533,5,Sin duda volveré
8102,Hugoceja375@edubus.cal,109346,3,Podría mejorar
8103,anpulu282@wass.com,,,
8104,luorgo179@outluc.com,109373,,
8105,madena289@edubus.cal,109395,,
8106,raanbu104@tourket.com,109403,,
8107,Ramónolivo117@tourket.com,109419,,
8108,stjabesa766@viajesanma.com,109434,1,No vuelvo más
8109,miáncame917@marmol.com,,,
8110,,109465,5,Superó mis expectativas
8111,Josébatista297@viajesanma.com,109476,5,Muy satisfecho
8112,eva1467543@edubus.cal,109484,,
8113,eva1467543@edubus.cal,109488,2,Hubo varios problemas
8114,fearro932@outluc.com,109499,1,No vuelvo más
8115,fearro932@outluc.com,109506,,
