id_panorama,nombre,edad
96243,Vicente Rojas Orellana,21
96243,Eduardo Vigil Bravo,61
96244,Sra. Fernando Puente Saldaña,52
96244,Federico Armas Narváez,106
96244,Carolina Alanis Barreto,6
96244,Armando Abrego Solorio,98
96244,Lorena Berríos Delgadillo,109
96244,Dorotea Galván Arias,82
96244,Alfredo Barraza Corrales,102
96246,Daniel Rosas Fierro,97
96246,Lilia Brito Romero,
96246,Raúl Meraz Centeno,
,Carlos Urrutia Cerda,
96246,Blanca Contreras Verdugo,13
,Alberto Orozco Tamez,11
96246,Ariadna Rincón Aragón,75
97868,,4
,Elena Herrera Calvillo,
97868,Juana Montaño Espino,68
97868,Mónica Domínguez Arriaga,10
97868,María Elena Grijalva Montez,94
97868,Gloria Patiño Delrío,4
97868,Sta. Mario Rosales Zapata,40
97868,Sr. María Soledad Valenzuela Mondragón,50
97868,Ariadna Baeza Valles,97
96250,Susana Zúñiga Godoy,13
96250,Débora Melgar Méndez,-76
96250,Elsa Uribe Ontiveros,39
96250,Raúl Duran Vega,
96250,Esperanza Agosto Montoya,15
96250,Sr. Alfonso Delgadillo Zúñiga,46
96250,Emilia Valdés Madrid,55
96252,Anita Granado Montemayor,76
96252,Rafael Lara Archuleta,27
96252,Marcos Muñiz Espinosa,12
96252,Francisca Carrasquillo Mena,81
96252,Ramiro Carrasco Santacruz,18
96252,Cecilia Navarrete Zelaya,109
96252,Olivia Guzmán Araña,75
96253,Ramiro Peña Fonseca,85
96253,Marco Antonio Benavides Barrera,
96253,Juan Carlos Ceja Valentín,104
96253,Sr. Pilar Chavarría Razo,29
96253,Julio César Villa Camarillo,85
96253,Sta. Luis Miguel Villanueva Macías,19
96253,María Soledad Almanza Esquivel,8
96254,Rubén Porras Díaz,-40
96254,Jorge Treviño Palomino,63
96254,Sra. Mariana Pelayo Fonseca,9
96254,Maricarmen Montez Toro,64
96254,Sta. Diana Sosa Chacón,
96254,Benjamín Leyva Alvarado,20
96254,Mónica Valencia Torres,47
96260,Leonor Rosado Serrato,-98
96260,Isabela Espinoza Mercado,
,,
96260,Marcos Cortés Arias,92
96260,Laura Tovar Mota,47
96260,Adán Reynoso Carrera,-47
96260,María Teresa Cabrera Berríos,98
96260,Ramiro Granados Montenegro,
96260,Arturo Meléndez Pizarro,19
96260,Irene Meraz Peres,67
96260,Sra. Germán Girón Jaramillo,95
96261,Salvador Osorio Gamez,3
96261,Hugo Pantoja Mojica,-52
,Andrés de Jesús Munguía,81
96261,Marco Antonio Blanco Merino,42
96261,Mayte Pizarro Bermúdez,50
96261,Guillermina Lerma Carvajal,29
96261,Raquel Ruelas Gaitán,57
96261,Guillermo Vigil Venegas,8
96261,Sr. Juan Carlos Esquivel Bernal,-28
96261,Sta. Rubén Collazo Armas,-18
96262,Sr. Verónica de Jesús Aranda,100
96262,Tomás Salazar Acuña,-7
96262,Laura Leiva Bahena,5
96262,Alejandro Corona Echevarría,93
96262,María Elena Cazares Solís,31
96262,Víctor Mojica Melgar,98
96262,Antonia Muñiz Jáquez,76
96262,Claudio Chapa Archuleta,72
96262,Concepción Terrazas Chavarría,11
96262,Cristian Girón Pichardo,72
,,21
96265,Luz Gonzales Calvillo,68
96265,Elvira Porras Sarabia,26
96265,Alejandro Bustamante Tafoya,39
96265,Miguel Ángel Carrillo Villalobos,59
96265,José Emilio Alemán Palomo,95
96265,Mercedes Caldera Henríquez,
96265,Ernesto Fernández Flórez,-59
96265,Soledad Ayala Cazares,107
96265,Juana Gonzales Armenta,30
96266,Gerardo Collado Rodrígez,68
96266,Sta. Mateo Zaragoza Ledesma,29
96266,Sr. Timoteo Bueno Guajardo,
96266,Antonia Vanegas Ureña,5
96266,Raquel Nieves Matos,77
96266,Emilio Portillo Roque,
96266,Julio César Sauceda Bahena,40
96266,Cristobal Quiñones Venegas,
96266,Timoteo Benavides Tovar,68
96266,Pablo Esparza Zamudio,78
96270,,54
96271,Marcos Velasco Hernandes,100
96271,Adriana Rincón Aguayo,28
96271,Susana Orozco Guerra,102
96275,Patricio Lozada Rivera,-18
96278,,85
96279,Lucas Terán Zarate,91
96279,Santiago Lomeli Sosa,25
96279,Andrés Rocha Blanco,17
96281,Cristina Feliciano Castro,80
96281,Raquel Maya Leyva,104
96281,José Eduardo Baca Becerra,63
96283,,61
96287,Eduardo Bermúdez Galarza,3
96287,Rodrigo Alemán Calderón,19
96287,Ignacio Villegas Zelaya,107
96287,Lourdes Ceballos Chávez,41
96287,Gerardo Dávila Collado,5
96287,Leonor Loera Rojas,110
96288,,62
96288,Florencia Robles Echevarría,106
96288,Juan Carlos Reyna Barrios,3
,María del Carmen Saldaña Gallegos,42
96288,Estela Aparicio Téllez,56
96288,Sr. Sara Rolón Ferrer,16
,Julio Mejía Lara,62
96289,Juan Carlos Lebrón Contreras,97
96289,José Luis Zúñiga Valdés,27
96289,Daniela Cabrera Regalado,79
96289,Luisa Cornejo Alarcón,107
96289,Dorotea Aguilera Munguía,81
96290,María Teresa de Anda Cardona,48
96290,Sra. Lucia Rivas Ulibarri,50
96290,Sr. Julio César Guajardo Flores,18
96290,Catalina Hinojosa Velázquez,30
96290,Gabriel Saavedra Segovia,68
96290,Mercedes Gálvez Casanova,56
96291,María Eugenia Arguello Franco,6
96291,Anita Delatorre de Anda,96
96291,Gabriela Haro Ferrer,100
96291,Diana Vallejo Barraza,22
96291,Elisa Perea Marrero,18
96291,Sra. Benjamín Arredondo Soliz,39
96295,Rocio Ibarra Gollum,44
96295,Concepción Carrero Contreras,77
,Cecilia Castillo Parra,
96295,Sta. Raúl Araña Hidalgo,26
96295,Sr. Antonio Cornejo Portillo,96
96295,Laura Rivera Méndez,79
96295,Marcela Barajas Carrasco,44
96301,Pedro Grijalva Castellanos,106
96301,Ariadna Palomino Deleón,87
96301,Sr. Andrea Martínez Castillo,4
96302,Sr. Marcela Olmos Cervantes,23
96302,Virginia Esquivel Jáquez,54
96302,Luis Miguel Partida Anguiano,26
96306,Salvador Ávalos Terrazas,-61
96308,Gilberto Rangel Sierra,99
96308,Laura Rivera Santillán,98
96308,Sr. Jorge Vaca Bernal,39
96308,Marta Solorio Llamas,78
,Julio Alejandro Acuña,58
96308,Alejandra Casas Colón,84
,Raúl Ledesma Galindo,106
96308,Roberto Medina Godoy,86
96308,Federico Mateo Hernández,95
96308,Leonor de Jesús Beltrán,10
96309,Ramón Domínquez Fuentes,49
96309,Sr. Arturo Malave Segovia,38
96309,,55
96309,,35
96309,,
96309,Marisol Cisneros Quintanilla,
96309,Francisca Alva Treviño,67
96309,Claudio Salcedo Rodrígez,20
96309,Andrés Fernández Henríquez,55
96309,Alicia Ayala Bueno,19
96317,Susana Tamez Laboy,51
96317,Juan Aranda Medrano,67
96317,Isabela Covarrubias Torres,
96317,Ignacio Bermúdez Briones,56
96317,Sr. Carlota Mercado Centeno,17
96317,Sra. Dolores Almanza Venegas,100
,Fernando Castañeda Véliz,76
96318,Sofia Chapa Terán,81
,Jesús Balderas Montenegro,35
96318,Mayte Dávila Lozada,44
96318,Marcela Mata Santillán,106
96318,,39
96319,Leticia Abreu Barrientos,
96319,Berta Roldán Cuellar,103
96319,Rebeca Barraza Delatorre,74
96319,Sra. Anita Zaragoza Laboy,23
96319,Lilia Valdivia Enríquez,11
96319,Pilar Salazar Mesa,25
96320,Adriana Barajas Montemayor,104
96320,Salvador Cedillo Mojica,109
96320,Enrique Aguayo Montenegro,23
96320,Sr. Bernardo Villaseñor Regalado,7
96320,Teodoro Hidalgo Gómez,32
96320,Sta. Josefina Collazo Cano,13
96321,Reina Caballero Corrales,68
96321,Norma Castillo Reynoso,68
96321,María Luisa Galván Correa,55
96321,Felipe Gálvez Mejía,99
96321,Sr. Germán Valadez Alonso,44
96321,Sta. Magdalena Campos Zayas,46
96327,Adán Cervantes Vega,-13
96327,Santiago Sandoval Brito,37
96327,Sr. Antonio Carreón Ibarra,9
96327,Felipe Sierra Pelayo,59
96328,Lorena Tijerina Chávez,93
96328,Ester Ayala Almanza,109
96328,Susana Quiñónez Orosco,92
96328,Daniel Mondragón Armijo,95
96329,Caridad Lemus Baeza,4
96329,Catalina Valenzuela Briseño,67
96329,Maricarmen Lebrón Villalpando,23
96329,Ana Luisa Vallejo Palomino,104
96330,Blanca Mascareñas Zamora,
96330,Esperanza Armendáriz Delapaz,-83
96330,Rebeca Tirado Ochoa,20
96330,Adán Quintana Madrid,94
96331,,77
96331,Sofia Ávila Burgos,104
96331,Alfonso Orta Urías,
96331,Sta. Irene Zarate Vigil,107
96334,Ramona Berríos Delapaz,72
96334,Daniela Arguello Nazario,36
96334,Sra. Adán Pacheco Casanova,47
96334,Manuel Arce Ordóñez,44
96334,Patricio Vélez Villarreal,-15
96334,Sra. Sonia Villarreal Páez,
96334,Mariana Lucio Espinal,29
96334,Gregorio Pantoja Cardenas,
96334,Sr. Gregorio Briseño Zamudio,41
96334,Sra. Cristina Duarte Lovato,107
96337,,50
96337,María Cristina Marrero Zamora,75
96337,Gerardo Galindo Granado,9
96337,María Soledad Barrera Mascareñas,101
96337,Raquel Lerma Lucio,25
96337,Lorenzo Fierro García,48
96337,Ángela Villa Zambrano,43
96337,Esteban Gamboa Villaseñor,27
96340,Sta. José Emilio Pelayo Ceballos,34
,Sra. Germán Cruz Madrid,66
96340,Gabriel Arevalo Pedraza,
96340,Raquel Arreola Suárez,
96340,Norma Peres Delao,103
96340,Esteban Suárez Olivares,7
96340,Sra. Emilio Gallegos Valentín,58
96340,Julio González Abreu,5
96341,,56
,Gilberto Jaime Villarreal,16
96342,,58
,Ana Luisa Banda Espinosa,57
96351,Sr. María Eugenia Rodríquez Esparza,58
96353,Esteban Mateo Tafoya,
96353,Hugo Sotelo Puente,66
96356,Jacobo Nieves Adorno,11
96356,,30
96357,Carlota Reyes Alba,60
96357,Sra. Jerónimo Nevárez Ordóñez,50
,Sta. Manuel Beltrán Narváez,4
96358,Santiago Candelaria Carrillo,100
96359,Sr. Débora Osorio Casillas,88
96359,Lucas Casárez Crespo,84
96360,Juan Guajardo Pérez,76
96360,Sr. Samuel Rolón Arteaga,94
96363,Sta. Fernando Córdova Matos,18
96363,Sra. Elsa Pedroza Preciado,19
96364,Homero Villagómez Ozuna,46
96364,Timoteo Nájera Moya,4
96365,Carmen Raya Pulido,
96365,Juana Pacheco Cordero,7
96369,,4
96369,Sta. Hugo Montalvo Hernández,32
96370,Sta. Ernesto Colón Jasso,86
96370,Sara Llamas Luevano,85
96371,Victoria Covarrubias Godínez,30
96371,Marcela Rivero Quesada,63
96372,Sta. Luisa Montero Nazario,78
96372,Patricia Ocampo Calvillo,53
96373,Maricarmen Sotelo Valenzuela,90
96373,,48
,,98
,Benito Velásquez Manzanares,14
,Germán Aguirre Mares,91
96381,Gregorio Llamas Deleón,-77
96381,,-74
96387,Vicente Vigil Iglesias,-13
96387,Rubén Salcido Aguilera,
96387,,94
96387,Catalina Rubio Nevárez,61
96387,Emilio Delatorre Delafuente,80
96387,Alejandra Velásquez Garica,22
96388,Rafael Guzmán Garica,55
96388,Sancho Maya Zamora,98
96388,Josefina Robledo Montez,5
96388,Andrés Guajardo Delarosa,76
96388,Lorenzo Centeno Fonseca,
96388,Jaime Villarreal Porras,53
,Julia Calderón Alarcón,32
96389,Sra. Emilio Ortega Matos,54
96389,Sra. Reina Razo Canales,31
,Sta. Marco Antonio Carmona Alemán,106
96389,Esperanza Arreola Cedillo,36
96389,Lorenzo Candelaria Pantoja,51
96390,Dolores Ulibarri Borrego,36
96390,Sta. María Luisa Ávila Alicea,-102
96390,Fernando Gonzales Solorio,10
96390,Mariano Gaona Alvarado,99
96390,Tomás Saucedo Zayas,92
96390,Josefina Sanches Tijerina,-26
,,
96391,Sr. Concepción Vigil Salcido,15
96391,María Luisa Figueroa Granados,9
96391,Luis Miguel Fierro Laboy,-15
96391,Cecilia Muñoz Jaramillo,
96391,Alicia Estrada Chapa,57
96391,,31
96395,Adán Calvillo Vergara,46
96395,Cristian Tello Jaimes,35
96396,Armando Nava Olivo,47
96396,Emilia Correa Estrada,66
,Alfredo Bétancourt Juárez,24
96397,Timoteo Jaramillo Bétancourt,9
96398,,30
96399,Sra. Cecilia Rentería Valladares,6
96399,Josefina Benítez Mota,27
,Sta. Leonor Villaseñor Alvarez,29
,Sra. Carlota Ávalos Soto,71
96403,Olivia Amador Benavides,20
96403,Julia Carrero Sáenz,8
96403,Laura Tafoya Cisneros,-92
96403,Sr. Jorge Alvarez Carmona,13
96403,Daniela Castellanos Gonzales,89
96403,Luisa Galarza Badillo,55
96403,Patricia Mateo Pacheco,27
96403,Alejandra Fuentes Aranda,97
,Martín Garrido Cintrón,
96404,Concepción Arias Holguín,-30
,Adán Ceja Carbajal,41
96405,Sra. Marcela Duarte Arriaga,85
96405,Olivia Rodrígez Muñoz,37
96405,Hernán Hernández Sepúlveda,52
96405,Carla Montenegro Miramontes,-18
96405,Sr. Juan Ocasio Lerma,73
96405,Sra. Patricia Camacho Yáñez,18
96405,Gilberto Villegas Ozuna,50
96405,Elena Curiel Olvera,95
96405,Gabriel Trejo Solís,5
96409,Pablo Godínez Ayala,-93
96410,Benito Montero Ruiz,
96410,Daniela Tejada Badillo,60
96410,Sra. Hugo Ordóñez Nava,85
,Berta Pelayo Bustos,38
96410,Sr. Catalina Salcedo Verduzco,57
96410,Sta. José Emilio Jaime Covarrubias,106
96410,Sra. Gilberto Aparicio Avilés,96
96410,Cristobal Adame Molina,100
96410,,94
96411,Juan Puga Balderas,46
96411,Sancho Villa Vela,69
96411,Natalia Holguín Osorio,105
96411,Ramona Manzanares Terrazas,79
96411,Marco Antonio Valentín Rubio,47
,Sergio Mesa Soria,61
96411,Sr. Soledad Zepeda Banda,76
96411,María Luisa Bernal Jaime,79
96411,Sra. Norma Páez Polanco,-109
96412,,94
96417,Roberto Meléndez Mejía,39
96417,Jacobo Narváez Bustamante,74
96419,,45
96419,Germán Hernandes Robledo,5
96423,Manuela Reséndez Sánchez,37
96423,,19
96423,José Benavides Cardenas,
96424,Sancho Henríquez Hidalgo,36
96424,Sr. Sergio Zaragoza Sierra,56
96424,Jorge Luis Salas Fernández,8
96425,Sra. Marilu Meléndez Urbina,54
96425,María José Jimínez Coronado,33
96425,Joaquín Raya León,
96430,,44
96431,Yolanda Casanova Alanis,37
96432,Arturo Casárez Mora,36
96433,Sta. José María Limón Saiz,
96434,María del Carmen Cano Enríquez,50
96435,Graciela Meléndez Arguello,104
96438,,8
96440,,10
,Antonio Parra Cazares,
96442,Mateo Griego Hernández,51
96442,Claudio Armas Benavídez,98
96442,Antonio Aparicio Véliz,-56
96442,Sr. José Eduardo Malave Reséndez,19
96442,Carmen Carrero Mateo,76
96442,Victoria Mojica Olmos,50
96453,,37
,Julio de Anda Almonte,
96453,,43
,Lola Cardona Quiñónez,83
,Adán Zamudio Lucio,39
,Amalia Ruelas Alva,49
,Concepción Adorno Almanza,32
,Sra. Jorge Otero Bahena,90
96466,Timoteo Reynoso Atencio,68
96466,Enrique Bueno Roque,98
96466,Sra. Rosalia Romo Tamez,23
96466,Sra. Antonia Baeza Villareal,24
96467,Ramona Valadez Almonte,20
96467,Raquel Delatorre Valencia,44
96467,Jerónimo Villarreal Rocha,14
96467,,29
96468,,37
96481,Sra. Marta Soto Alba,88
96481,Dorotea Madrigal Fuentes,105
96481,Patricia Casanova Rico,103
96486,,55
96489,Cristian Galindo Miranda,102
96489,Lola Madrigal Ramón,45
96489,Soledad Moreno Suárez,36
96489,Sr. Jorge Luis Sotelo Tórrez,93
96489,Adriana Reséndez Ramos,47
96489,Marta Balderas Gamboa,25
96490,María Delatorre Guzmán,65
96490,Eloisa Limón Gamez,82
96490,Miguel Lemus Lozano,3
96490,Guillermo Solorzano Ojeda,73
96490,Clemente Granados Ramos,68
96490,Luis Alvarez Jurado,23
,Sta. Ramiro Armenta Garibay,56
96494,Sr. Emilio Gamboa Olivas,109
96494,María Elena Peralta Vega,36
96494,Raquel Roque Balderas,45
96494,Sra. Samuel López Santacruz,87
,Esperanza Villaseñor Enríquez,96
96494,Dorotea Rosado Salcedo,44
96497,Sra. María Eugenia Rael Malave,4
96497,Sta. Sofia Riojas Barrera,
,Susana Loya Saldaña,40
96497,María José Posada Cervantes,85
96498,Sr. Catalina Arriaga Deleón,66
96498,Mercedes Becerra Negrete,44
96498,Rodrigo Duran Ballesteros,31
96498,Rosalia Alvarado Serna,68
96502,Julio César Alemán Sepúlveda,36
96502,Jacobo Paz Vera,56
96502,Víctor Córdova Marrero,30
,Emilio Jiménez Valadez,43
96502,Emilia Loera Navarro,58
96502,Rosario Segovia Franco,12
96502,Raquel Saldivar Lebrón,63
96502,Sra. Isabela Velázquez Collazo,
96503,,40
,Elisa Olvera Marín,12
96504,,99
,Ramiro Murillo Arenas,4
,Vicente Rojas Madera,57
96506,Sr. Norma Zayas Murillo,25
96506,Jerónimo Valencia Colón,98
96506,Mariano Botello Delgadillo,76
96506,Ester Velázquez Valenzuela,12
96506,Sr. Elena Collazo Garay,7
96506,,7
96506,Marco Antonio Urías Luevano,48
96509,Catalina Hinojosa Dueñas,14
96509,Elena Escobedo Sandoval,-15
96509,Federico Velasco Collado,22
96509,Teodoro Holguín Zavala,4
,Nicolás Apodaca Benítez,101
96509,Adán Mayorga Aponte,83
96509,Isabela Limón Pedraza,70
96509,Emilio Candelaria Montenegro,29
,José Eduardo Benavídez Lucio,-102
,Margarita Santana Cortés,109
,Daniela Vallejo Cruz,80
96512,María Luisa Lucio Valladares,74
96512,Adán Bustos Longoria,11
96512,,
96512,Cristina Ceballos Oquendo,61
96512,Andrés Jaimes Ávalos,104
96512,Eloisa Saucedo Camarillo,62
96512,Octavio Gallardo Rivero,84
96512,Ana Luisa Ibarra Portillo,24
96513,Sr. Homero Urías Espino,-46
96513,Juana Ceballos Luna,-76
96514,,86
,Sra. Emilia Lebrón Aragón,47
,Francisco de Jesús Galván,95
96524,Magdalena Arteaga Menchaca,47
96526,Sra. Rebeca Tejeda Hernandes,58
96527,Óscar Meraz Vaca,5
96529,Arturo Flores Tovar,103
,Cristobal Jaramillo Carrillo,8
96534,Fernando Llamas Barraza,-59
96534,Lucia Figueroa Manzanares,68
96534,Marisol Sandoval Apodaca,98
96534,Micaela Curiel Vásquez,93
96534,Juan Carlos Tijerina Navarrete,
96534,Armando Varela Muñiz,39
96534,Miguel Ángel Noriega Montenegro,81
96534,Daniela Barajas Garica,25
96535,Manuel Casas Saiz,34
96535,Inés Arroyo Escamilla,
96535,Roberto Delvalle Guevara,84
96535,Julio Alvarado Armenta,81
96535,Ana María Almaraz Campos,40
96535,Marco Antonio Saucedo Arguello,91
96535,Sta. Lola Laureano Carrion,66
96535,Andrés Córdova Mendoza,
96535,Raquel Villarreal Sepúlveda,87
96536,Julio César Sevilla Farías,80
96536,Verónica Ocampo Archuleta,89
96536,Salvador Vergara Quintero,77
96536,Olivia Girón Martínez,110
96536,Mariana Peralta Zambrano,41
96536,Sta. Julia Ceja Blanco,5
96536,Lorenzo Parra Robledo,91
96536,Guillermo Tello Aponte,97
96536,Sofia Quintero Ocasio,88
96537,Carolina Águilar Alonzo,9
96537,César Brito Carrero,
96537,Eva Sisneros Colón,59
96537,Felipe Véliz Sánchez,45
96537,,87
96537,Eloisa Romo Nájera,86
96537,Fernando Ruelas Esparza,44
96537,Adán Farías Nájera,32
96537,Ester Torres Tamayo,110
96538,Gonzalo Mondragón Ferrer,91
96538,Rosalia Esquivel Casanova,96
96538,Adán Gil Canales,108
96538,Andrea Osorio Roldán,5
96538,,31
96538,Joaquín Tapia Henríquez,51
96538,Verónica Escobar Reyes,52
96538,Sr. Rafael Duran Vallejo,5
96538,Eva Delvalle Jaime,88
96541,Luisa Cotto Murillo,38
96541,Luz Mata Tafoya,106
96541,Ramón Lerma Quintanilla,29
96541,Amalia Aguayo Farías,37
96541,Sara Villareal López,16
96541,Guillermo Tórrez Covarrubias,4
96541,Óscar Tejada Matos,25
96541,,109
96541,Federico Caballero Sandoval,49
96542,Nicolás Sotelo Lerma,48
96542,María Soledad Rocha Lozano,22
96542,Anita Contreras Arteaga,99
96542,Rocio Henríquez Toledo,31
96542,Alejandro Paz Borrego,12
96542,Daniela Tijerina Becerra,25
96542,Rodrigo Urrutia Gaytán,23
96542,Luisa Espinoza Delatorre,9
96542,Sta. Sancho Vela Abrego,49
96543,Tomás Maldonado Ramírez,40
96543,Sta. Conchita Bernal Lebrón,35
96543,Germán Lara García,85
96543,José Eduardo Maestas Santillán,39
96543,Sra. Alfonso Franco Garibay,110
96543,Alejandro Casanova Soria,4
96543,Armando Roldán Noriega,-12
96543,Miguel Cepeda Guerra,8
96543,Raúl Moya Beltrán,62
96546,Adela Ulibarri Bonilla,53
96546,Cristina Vargas Montoya,58
96546,Eduardo Merino Espinoza,62
96546,Soledad Medrano Domínquez,96
96546,Sr. Timoteo Valles Nájera,38
96546,Sr. Carlota Ortega Ceja,69
96546,Ariadna Velásquez Madera,65
96546,Santiago Salazar Matos,81
96547,Sofia Rascón Osorio,-19
,Armando Armendáriz Arenas,81
,José María Casares Chávez,54
96550,Luz Quezada Pacheco,3
96550,Adriana Montalvo Reséndez,25
96550,Mariana Camarillo Tórrez,21
96550,Benjamín Garay Arenas,78
96550,María del Carmen Cordero Moya,-104
96550,Sra. Rosalia Salazar Malave,64
96551,Sta. Juan Carlos Alanis Olmos,-97
96552,Sta. Carmen Guerrero Alemán,28
96552,Eva Pantoja Pizarro,28
96552,Sr. Jaime Cardenas Covarrubias,102
96552,Beatriz Limón Montes,60
96552,Sta. Manuel Maya Peres,70
,Francisca Salinas Cano,39
96556,Sra. Leonor Rivera Navarro,78
96556,Sta. José Emilio Zamora Velasco,22
96556,Salvador Gil Cintrón,20
96557,Amalia Olivo Palacios,39
,Alfonso Correa Cardona,98
,Gabriela Barrera Arredondo,61
96558,Dorotea Rojo Raya,42
96558,Mónica Córdova Villa,59
96558,Felipe Escobar Segovia,28
96559,Federico Huerta Jurado,68
,José Emilio Valenzuela Mendoza,55
96559,Sr. Silvia Ortega Quintero,5
96560,Teodoro Abeyta Zarate,73
96560,Sr. Dolores Melgar Sotelo,68
96560,María Teresa Carranza Portillo,27
,Emilia Zarate Marín,17
96566,,
96567,Sra. Irene Cervantes Vallejo,28
96567,María José Guzmán Sáenz,104
96567,Sr. Mariano Garza Guillen,44
,Cristobal Baeza Garza,83
96572,Sr. Concepción Patiño Serna,100
96572,Nicolás Cantú Estrada,72
96572,Diana Sánchez Lozada,50
96572,Jorge Luis Sedillo Armijo,60
96575,Gonzalo Hinojosa Llamas,40
96575,,77
96575,Marisol Alvarado Laureano,37
96575,Sra. Florencia Matías Valverde,88
96575,Sta. Miguel Ángel Roldán Carbajal,100
96575,Mariano Colón Corrales,-92
96575,Tomás Peres Hinojosa,110
98198,Sr. Blanca Garza Gastélum,-110
96582,,44
96582,,60
96582,Sta. Miguel Archuleta Ramírez,-44
96583,Marisol Posada Tórrez,-109
96583,Clemente Niño Longoria,-45
96586,Jerónimo Bañuelos Estrada,96
96586,Marisol Baeza Coronado,33
96586,Sergio Avilés Rodrígez,59
96586,Gregorio Cortés Alva,68
96590,Sta. Samuel Molina Alejandro,81
96590,Timoteo Cisneros Mora,46
96590,Sta. Ernesto Marroquín Sáenz,93
96590,Rosa Mejía Saldaña,34
96590,Adán Carrero Carranza,11
96590,Rosario Maestas Cervántez,25
96590,Esteban Escalante Torres,37
96591,,30
96591,José Eduardo Collazo Peres,-61
96591,Sra. Adriana Mora Ramón,41
96591,Emilia Meléndez Cazares,11
96591,,36
96591,Silvia León Limón,73
96591,Lourdes Arce Ordóñez,27
96594,,26
96594,Sra. Cristobal Mascareñas Bahena,61
96594,María Elena Urbina Armas,16
96594,Magdalena Robledo Torres,10
96594,Víctor Zapata Romo,104
96594,Norma Valdivia Chacón,110
96594,Amalia Mena Olivares,74
96595,Alicia Alicea Arriaga,107
96595,Barbara Esparza Barragán,83
96595,Federico Benítez Gallegos,28
96595,Miguel Ángel Jimínez Pizarro,52
96595,Elvira Toledo Sáenz,24
96595,José Tejeda Gaytán,106
96595,Sra. María Cristina Baeza Viera,48
96599,Susana Saiz Cortez,30
96599,Mercedes Alcaraz Enríquez,69
96599,María Luisa Ortega Garza,60
96599,Laura Balderas Delrío,20
,Isabel Arguello Tejeda,6
,Soledad Lucio Barraza,92
96599,Sr. Gloria de Jesús Rendón,23
96600,Sra. Mateo Aguayo Villagómez,35
96600,Amalia Naranjo Montero,4
96600,Sr. Natalia Delatorre Velázquez,12
96600,Samuel Saiz Lira,65
96600,María Teresa Leal Estrada,8
96600,Teresa Delatorre Maldonado,21
96600,Pablo Loya Alba,96
96606,Rocio Toro Alfaro,14
96606,Federico Valencia Ledesma,102
96607,Elena Munguía Sarabia,-92
96620,Micaela Sosa Terán,-20
96626,Rafael Colunga Nevárez,35
96626,Sra. Lorena Castro Maestas,20
96626,Timoteo Archuleta Ordóñez,100
96626,Hernán Hernández Nieves,52
96626,Clara Alvarez Zarate,
96626,Caridad Navarro Linares,71
96626,Sta. Roberto Rocha Borrego,
96626,Claudia Alonzo Ayala,51
96626,Eduardo Montaño Corona,90
96626,Mariana Mercado Gonzales,
96627,Eduardo Solís Camacho,78
96627,Pablo Escamilla Segura,33
96627,Sr. Magdalena Godoy Salcido,48
96627,,79
96627,Samuel Cisneros Arias,62
96627,Mayte Espinoza Segura,17
96627,Magdalena Garrido Cabrera,
96627,Sta. Lola Benavídez Candelaria,87
96627,Julio Bahena Gil,53
96627,Sr. Carolina Flórez Blanco,4
,Olivia Díaz Adorno,76
96628,Teresa Zamudio Torres,63
96628,Cecilia Rivera Leyva,94
96628,Marisol Tovar Dueñas,-89
96628,Elisa Correa Espinal,95
96628,Hugo Salazar Amaya,37
96628,Carolina Terrazas Macías,48
,Elvira Valentín Morales,46
96628,Rosalia Rael Montenegro,103
96628,Sr. Jaime Abreu Gastélum,25
96629,Rosario Hernandes Crespo,11
96629,Luz Garza Castellanos,36
96629,Carla Navarro Delafuente,6
,,
96629,Anita Quiñones Bermúdez,38
96629,Martín Salas Castellanos,98
96629,Diana Carreón Pacheco,33
96629,Sta. Manuel Villareal Armenta,93
96629,Andrés Botello Laureano,12
96629,Salvador Gallardo Verdugo,66
96629,Natalia Mata Limón,53
96630,Margarita Jaimes Segura,108
96630,Sra. María Luisa Piña Santillán,101
96630,Isabela Jaime Vázquez,41
96630,Isabela Tijerina Rolón,18
96630,Bernardo Mora Leyva,51
96630,Sta. Luis Miguel Reynoso Mota,57
,Pilar Casárez Angulo,75
96630,Ester Lomeli Pulido,86
96630,Rosa Guerrero Grijalva,7
96630,Ricardo Rico Ortega,57
96634,Claudia García Santana,71
96634,Santiago Ulibarri Gallardo,105
96634,Teodoro Santacruz Mesa,110
96641,,101
96642,Miguel Saiz Estrada,61
96642,,88
96642,Dolores Olivares Ojeda,84
96642,Gilberto Montez Mares,87
96646,María del Carmen Elizondo Ruiz,
96646,Diego Luevano Zelaya,59
96646,Armando Brito Rangel,97
96646,María Eugenia Saldaña Carrasquillo,73
96646,Virginia Muñiz Velasco,84
96646,Rodrigo Tejada Valladares,83
96646,Anita Huerta Perea,60
96646,Esperanza Arce Villaseñor,104
,Jerónimo Espino Aguirre,-10
96646,Jorge Luis Esquibel Olivas,49
96647,Sonia Mesa Barreto,95
96647,Marcos Guardado Salcedo,21
96647,Gustavo Tirado Nava,48
96647,Cristobal Curiel Ceja,48
,Gilberto Lara Ulloa,24
96647,,47
,Sra. Eduardo Bustamante Ruiz,38
96647,Claudia Terrazas Salas,57
96647,Guadalupe Negrón Osorio,101
96647,José Luis Ochoa Zamora,36
96648,Martín Nieves Linares,-56
96649,Cristobal Amador Solorzano,29
96649,Sr. Blanca Alvarado Balderas,99
