yoaror@viajes.cl,545507,41163,Fuengirola,Alcorcón,36,4225,462000,Emirates,Coslada;Burgos,Primera clase,2025-07-03,2025-07-05
LuisajuOerez@viajes.cl,545598,80715,Benidorm,Granollers,50,1000,58000,Avianca,Segovia,Clase económica,2026-10-05,2026-10-05
gregorio6426@viajes.cl,545631,52268,Roquetas de Mar,Murcia,77,4243,296000,Air New Zealand,Granollers;Huelva;La Coruña;Telde;Cuenta,Primera clase,2026-01-02,2026-01-04
berta4789@viajes.cl,545632,37245,Murcia,Córdoba,62,944,69000,Lufthansa,El Prat de LLobregat,Clase económica,2026-01-04,2026-01-04
crsopa@viajes.cl,545640,51511,Santiago de Compostela,San Sebastián,7,133,25000,United Airlines,,Clase ejecutiva,2025-08-31,2025-08-31
josOo3692@viajes.cl,545641,32601,Bilbao,Ferrol,4,769,105000,Aeroméxico,,Clase económica,2025-03-03,2025-03-03
mateo3420@viajes.cl,545648,74816,Ferrol,Alcoy,83,3558,127000,EasyJet,Sanlúcar de Barrameda;Chiclana de la Frontera,Primera clase,2025-03-09,2025-03-11
JosOolOIpez@viajes.cl,545653,77203,alcoy,PALMA DE MALLORCA,52,491,196000,Ethiopian Airlines,,Clase ejecutiva,2025-03-15,2025-03-15
sta.1826@viajes.cl,545688,33393,palencia,Cuenta,28,867,121000,Lufthansa,Sagunto,Clase económica,2025-10-29,2025-10-29
Sta.alva@viajes.cl,545737,91822,Santa Cruz de Tenerife,,18,4241,443000,Copa Airlines,Irún;Rivas-Vaciamadrid;Almería,Primera clase,2026-09-10,2026-09-12
anguri@viajes.cl,545738,82446,Vigo,Badalona,68,643,106000,Wizz Air,,Clase económica,2026-09-12,2026-09-12
Sr.avilOos@viajes.cl,545739,23354,Badalona,Castellón de la Plana,19,2620,205000,Air New Zealand,Benidorm,Clase ejecutiva,2026-09-12,2026-09-13
Luzzepeda@viajes.cl,545842,34926,Ferrol,Viladecans,73,4271,306000,Vueling,Avilés;Tarrasa;Telde;Viladecans;Málaga,Primera clase,2026-05-13,2026-05-15
Maricarmencenteno@viajes.cl,545844,51579,Viladecans,Santa Lucía de Tirajana,63,1557,100000,Singapore Airlines,Lugo,Clase económica,2026-05-16,2026-05-17
clcool@viajes.cl,545845,99705,Santa Lucía de Tirajana,Algeciras,13,2395,125000,Qatar Airways,Rubí,Clase ejecutiva,2026-05-17,2026-05-18
OIscar4225@viajes.cl,545863,68425,Baracaldo,Tarragona,63,3932,413000,Qatar Airways,Torrejón de Ardoz;Cornellá de Llobregat;Leganés;Valencia,Primera clase,2025-06-12,2025-06-14
josOo8194@viajes.cl,545865,13591,Tarragona,PARLA,13,703,82000,LATAM Airlines,,Clase ejecutiva,2025-06-15,2025-06-15
sr.178@viajes.cl,545875,65715,Reus,Baracaldo,12,2148,159000,Wizz Air,El Ejido,Clase económica,2026-11-27,2026-11-28
LorenamacOAas@viajes.cl,545878,59890,Orense,MáLAGA,91,2097,192000,Alaska Airlines,Sanlúcar de Barrameda;Jerez de la Frontera,Clase económica,2025-02-16,2025-02-17
Jacobocabrera@viajes.cl,545879,13541,Málaga,Gijón,14,3531,145000,Iberia,Santiago de Compostela;Telde;Salamanca;Pontevedra,Clase ejecutiva,2025-02-17,2025-02-19
micaela8113@viajes.cl,545887,71693,gijón,Ávila,28,4002,381000,WestJet,Avilés;Elda;Marbella;Sevilla;Orense,Primera clase,2025-02-26,2025-02-28
perime@viajes.cl,545903,42499,Ferrol,Córdoba,89,1219,96000,Delta Air Lines,Madrid,Clase económica,2026-06-19,2026-06-19
EsperanzaalcOentar@viajes.cl,545951,9748,Irún,Granollers,55,2948,235000,KLM,Ceuta;Guadalajara;Inca,Clase ejecutiva,2026-06-10,2026-06-12
andrea7429@viajes.cl,546018,57008,Tarrasa,Sanlúcar de Barrameda,92,3622,218000,Alaska Airlines,Chiclana de la Frontera;Zaragoza;Majadahonda;Zamora,Primera clase,2026-07-23,2026-07-25
alejandra851@viajes.cl,546019,19862,Sanlúcar de Barrameda,Leganés,41,1830,189000,Lufthansa,Pontevedra,Clase ejecutiva,2026-07-25,2026-07-26
GerardorodrOAgez@viajes.cl,546084,39572,Murcia,Irún,85,3196,317000,Lufthansa,Linares;Sabadell;Santiago de Compostela;El Puerto de Santa María,Clase ejecutiva,2026-01-23,2026-01-25
elpees@viajes.cl,546085,754,Irún,Roquetas de Mar,78,4253,182000,,Ponferrada;Ponferrada;San Fernando;Badajoz,Primera clase,2026-01-25,0000-00-00
andrea9809@viajes.cl,546092,19779,Roquetas de Mar,Santiago de Compostela,33,2173,159000,Delta Air Lines,,Primera clase,2026-02-02,2026-02-03
Sr.valles@viajes.cl,546117,83030,Lorca,Móstoles,46,3756,205000,Frontier Airlines,Castellón de la Plana;Leganés,Primera clase,2026-02-01,2026-02-03
rogali@viajes.cl,546139,93935,Cádiz,Segovia,85,2983,318000,JetBlue,Granollers,Clase ejecutiva,2026-07-25,2026-07-27
Miguelfranco@viajes.cl,546145,30658,Segovia,Vigo,69,3588,379000,Turkish Airlines,Avilés;Ceuta;Huelva,Clase ejecutiva,2026-08-01,2026-08-03
sta.8454@viajes.cl,546148,54841,Vigo,Tarrasa,12,2549,89000,Air Canada,Palma de Mallorca,Clase ejecutiva,2026-08-05,2026-08-06
alberto3237@viajes.cl,546211,55219,Almería,La Línea de la Concepción,68,3525,136000,Air New Zealand,Murcia;Santiago de Compostela,Primera clase,2026-10-05,2026-10-07
sta.4460@viajes.cl,546213,4801,La Línea de la Concepción,Inca,70,2461,101000,Delta Air Lines,Benalmádena,Primera clase,2026-10-08,2026-10-09
alrogr@viajes.cl,546220,94520,Inca,Las Palmas de Gran Canaria,37,454,56000,Wizz Air,,Clase económica,2026-10-15,2026-10-15
tidees@viajes.cl,546240,29024,Pontevedra,Collado Villalba,92,2619,229000,KLM,,Clase ejecutiva,2026-07-09,2026-07-10
Sra.carvajal@viajes.cl,546241,60312,oviedo,Gandía,85,928,107000,WestJet,Jaén,Clase económica,2025-08-29,2025-08-29
marilu5090@viajes.cl,546247,75137,Gandía,Tarragona,6,1069,94000,Aeroméxico,Manresa,Clase económica,2025-09-03,2025-09-03
VOActorpartida@viajes.cl,546254,65393,tarragona,CáDIZ,4,2797,167000,Copa Airlines,Estepona;Sevilla;Almería,Primera clase,2025-09-09,2025-09-10
ramona9355@viajes.cl,546260,5726,Algeciras,Avilés,48,2980,109000,Air Canada,Hospitalet de LLobregat;Granollers,Primera clase,2026-08-31,2026-09-02
rocio3460@viajes.cl,546276,53018,Salamanca,Leganés,30,3491,336000,Copa Airlines,Sevilla;Marbella,Primera clase,,2025-05-21
Sra.crespo@viajes.cl,546278,13363,Leganés,Irún,28,3912,424000,Frontier Airlines,Dos Hermanas;Gandía;Jerez de la Frontera;San Sebastían de los Reyes,Primera clase,2025-05-22,2025-05-24
emilio8400@viajes.cl,546285,91373,Irún,Móstoles,58,3028,254000,Wizz Air,San Sebastían de los Reyes;Córdoba,Clase ejecutiva,2025-05-30,2025-06-01
alfredo7300@viajes.cl,546301,55389,Pozuelo de Alarcón,Badalona,95,3180,288000,Southwest Airlines,Valladolid;Chiclana de la Frontera;Inca,Clase ejecutiva,2026-06-03,2026-06-05
locobr@viajes.cl,546303,99596,Badalona,Cáceres,19,1292,86000,Delta Air Lines,Viladecans,Clase económica,2026-06-06,2026-06-06
Sr.laboy@viajes.cl,546304,60960,leganés,,51,921,-1,Frontier Airlines,,Clase económica,2025-04-25,2025-04-25
ramOIn6494@viajes.cl,546312,870,Fuengirola,Mataró,99,415,80000,Ryanair,,Clase económica,2026-05-22,2026-05-22
ramoor@viajes.cl,546316,62293,Mataró,Majadahonda,23,3764,420000,Emirates,Palma de Mallorca;Benidorm,Primera clase,2026-05-25,2026-05-27
Sta.uribe@viajes.cl,546317,41853,Majadahonda,GUADALAJARA,26,1163,49000,Etihad Airways,Torrejón de Ardoz,Clase económica,2026-05-27,2026-05-27
julio2462@viajes.cl,546324,18764,Santa Coloma de Gramanet,Palma de Mallorca,100,585,149000,Southwest Airlines,,Clase ejecutiva,2025-05-30,2025-05-30
claudio3752@viajes.cl,546327,73810,Palma de Mallorca,Santander,44,2856,260000,Spirit Airlines,Cádiz;Salamanca,Primera clase,2025-06-01,2025-06-02
inOos6187@viajes.cl,546358,85119,Ponferrada,Baracaldo,71,2854,282000,Copa Airlines,León,Primera clase,2025-06-06,2025-06-07
jomaOegca@viajes.cl,546362,70711,Baracaldo,Chiclana de la Frontera,41,1674,198000,Lufthansa,,Clase económica,2025-06-10,2025-06-11
MiguelbermOUdez@viajes.cl,546364,29429,Chiclana de la Frontera,Salamanca,58,2308,277000,Lufthansa,,Clase ejecutiva,2025-06-12,2025-06-13
anlumuto@viajes.cl,546406,24956,Torremolinos,Córdoba,34,1342,90000,Copa Airlines,,Clase económica,2026-07-04,2026-07-04
clgoco@viajes.cl,546407,34560,Córdoba,Guadalajara,14,3838,424000,United Airlines,Paterna;Palma de Mallorca;Parla;Irún,Primera clase,2026-07-04,2026-07-06
BenjamOAnmatos@viajes.cl,546409,93912,Guadalajara,Fuenlabrada,72,422,151000,Air France,,Clase económica,2026-07-07,2026-07-07
sr.4316@viajes.cl,546436,38729,Torrelavega,MANRESA,33,1492,180000,Vueling,Cádiz,Clase económica,2025-07-18,2025-07-19
jomaro@viajes.cl,546440,74846,Sanlúcar de Barrameda,Santander,46,775,143000,Ethiopian Airlines,,Clase económica,2025-07-23,2025-07-23
mariana7516@viajes.cl,546448,81898,Coslada,Mérida,29,3460,191000,Wizz Air,Mérida;Mijas;Alicante;Las Palmas de Gran Canaria,Clase ejecutiva,2025-06-18,2025-06-20
Lorenzorojas@viajes.cl,546449,4265,Mérida,Roquetas de Mar,72,357,199000,KLM,,Clase económica,2025-06-20,2025-06-20
guillermina6592@viajes.cl,546458,4629,Segovia,Avilés,44,2859,125000,British Airways,Granada;Pozuelo de Alarcón;Algeciras,Clase ejecutiva,2025-09-05,2025-09-06
Sta.cuellar@viajes.cl,546466,86756,Fuengirola,Ponferrada,7,2373,173000,Spirit Airlines,,Primera clase,2026-10-11,2026-10-12
somanOU@viajes.cl,546467,98026,Ponferrada,Alcalá de Henares,27,2974,317000,Frontier Airlines,Burgos;Lérida;Molina de Segura,Clase ejecutiva,2026-10-12,2026-10-14
FernandomunguOAa@viajes.cl,546475,81828,Alicante,Vigo,81,1468,153000,Copa Airlines,Torrejón de Ardoz,Clase ejecutiva,2025-09-13,2025-09-14
agustOAn7570@viajes.cl,546478,10924,Vigo,Toledo,98,3423,400000,Wizz Air,Valencia,Primera clase,2025-09-16,2025-09-18
catalina8725@viajes.cl,546480,69371,Roquetas de Mar,Palma de Mallorca,76,1168,88000,Spirit Airlines,Almería,Clase económica,2026-02-27,2026-02-27
femual@viajes.cl,546485,60496,Palma de Mallorca,Torrevieja,54,2653,84000,Singapore Airlines,Lugo;Talavera de la Reina;El Puerto de Santa María,Primera clase,2026-03-03,2026-03-04
Alejandrairizarry@viajes.cl,546493,58395,Torrevieja,La Coruña,68,1322,96000,Air France,,Clase económica,2026-03-11,2026-03-11
leticia5087@viajes.cl,546494,91327,,Cornellá de Llobregat,,2436,104000,Southwest Airlines,,Clase ejecutiva,2025-06-25,2025-06-26
marOAa9841@viajes.cl,546525,7999,,Cáceres,79,1564,-1,Avianca,Tarragona,Clase ejecutiva,2025-10-23,2025-10-24
ramOIn738@viajes.cl,546526,47676,Cáceres,Cartagena,49,2948,302000,Air France,Coslada,Primera clase,2025-10-24,2025-10-26
adOen4388@viajes.cl,546540,50390,Paterna,Albacete,63,1067,104000,Air New Zealand,,Clase económica,2026-08-11,2026-08-11
FernandomunguOAa@viajes.cl,546541,96328,Albacete,Puertollano,64,3926,255000,Qantas,Lugo;San Sebastían de los Reyes;Santa Cruz de Tenerife;Ciudad Real;El Puerto de Santa María,Primera clase,2026-08-11,2026-08-13
srdatrsa@viajes.cl,546544,66524,Sabadell,Algeciras,14,2521,227000,KLM,Coslada;Gerona;Viladecans,Clase ejecutiva,2026-11-03,2026-11-04
jaaroc@viajes.cl,546550,32457,Algeciras,Las Palmas de Gran Canaria,89,1436,127000,JetBlue,San Fernando,Clase económica,2026-11-09,2026-11-09
bevave@viajes.cl,546558,-1,las palmas de gran canaria,Torrevieja,6,2064,171000,,,Clase económica,2026-11-16,2026-11-17
srpideme@viajes.cl,546681,4153,Gijón,Cartagena,95,4226,253000,Aeroméxico,Rubí;Santander,Primera clase,2025-04-17,2025-04-19
Sra.fernOendez@viajes.cl,546682,25595,Alcorcón,Cuenta,30,2752,274000,American Airlines,Torrevieja;Sagunto,Primera clase,2026-06-27,2026-06-28
sr.7320@viajes.cl,546687,65561,Reus,Torremolinos,62,3746,303000,Emirates,Elda;Roquetas de Mar;Móstoles;Estepona,Primera clase,2026-10-22,2026-10-24
Evamontes@viajes.cl,546689,30688,Torremolinos,Leganés,28,2574,220000,JetBlue,Jaén;Santander;Sanlúcar de Barrameda,Primera clase,2026-10-25,2026-10-26
DOoboraperales@viajes.cl,546691,49078,Leganés,Alcalá de Henares,62,138,34000,Singapore Airlines,,Clase ejecutiva,2026-10-27,2026-10-27
Sta.ruiz@viajes.cl,546719,-1,logroño,Collado Villalba,40,2967,124000,Air New Zealand,Molina de Segura;Manresa;Santa Cruz de Tenerife;Gijón,Clase ejecutiva,2026-11-30,2026-12-02
SanchotOollez@viajes.cl,546721,71757,collado villalba,Tarrasa,67,3373,291000,LATAM Airlines,Murcia;Inca;Salamanca;San Sebastián,Primera clase,2026-12-03,2026-12-05
sugusa@viajes.cl,546729,56456,Tarrasa,Málaga,98,189,18000,Aeroméxico,,Clase ejecutiva,2026-12-12,2026-12-12
JosOomiranda@viajes.cl,546730,9426,Ávila,Guadalajara,62,294,74000,Emirates,,Clase ejecutiva,2025-09-01,2025-09-01
Hugoelizondo@viajes.cl,546768,94389,móstoles,Mollet del Vallés,83,315,148000,Emirates,,Clase económica,2026-02-20,2026-02-20
RamOInvaldivia@viajes.cl,546769,6036,Mollet del Vallés,El Prat de LLobregat,24,2978,390000,KLM,Mataró;Pamplona;Toledo,Primera clase,2026-02-20,2026-02-22
Pilarmaya@viajes.cl,546770,56023,El Prat de LLobregat,Torrevieja,51,4302,275000,Etihad Airways,Pamplona;Segovia,Primera clase,2026-02-22,2026-02-24
lobeal@viajes.cl,546803,40299,Algeciras,Valencia,55,2349,286000,Japan Airlines,Orense,Clase ejecutiva,2026-04-02,2026-04-03
estela4425@viajes.cl,546804,1746,Molina de Segura,Palencia,3,4269,328000,KLM,Estepona;Elda;Lorca,Primera clase,2025-05-28,2025-05-30
Jaimereyes@viajes.cl,546815,40940,Jaén,Salamanca,9,1123,73000,EasyJet,El Ejido,Clase económica,2026-04-27,2026-04-27
mapivi@viajes.cl,546875,6897,Cornellá de Llobregat,LUGO,27,3029,329000,KLM,Chiclana de la Frontera,Primera clase,2026-11-22,2026-11-24
rocio5151@viajes.cl,546874,94,Granollers,Cornellá de Llobregat,51,1904,91000,Emirates,,Clase ejecutiva,2026-11-21,2026-11-22
glabgOI@viajes.cl,546882,78121,Vitoria,Rivas Vaciamadrid,20,2818,201000,Qatar Airways,Valladolid;Madrid,Primera clase,2026-07-31,2026-08-01
DorotearodrOAgez@viajes.cl,546900,78031,Orihuela,Santa Lucía de Tirajana,48,4008,194000,Qantas,Marbella;Benidorm,Primera clase,2026-06-16,2026-06-18
losabe@viajes.cl,546902,41795,estepona,Ávila,19,2552,200000,Aeroméxico,Hospitalet de LLobregat;Cádiz,Clase ejecutiva,2026-07-26,2026-07-27
raurca@viajes.cl,546903,93516,El Prat de LLobregat,El Prat de LLobregat,97,3644,399000,JetBlue,Baracaldo;Gecho;Las Palmas de Gran Canaria,Primera clase,2026-03-20,2026-03-22
lumoch@viajes.cl,546909,29687,San Fernando,Torremolinos,91,2957,394000,All Nippon Airways (ANA),Barcelona;Móstoles;Fuenlabrada,Clase ejecutiva,,2026-10-16
marOAa1272@viajes.cl,546917,92347,torremolinos,MANRESA,27,2331,231000,Singapore Airlines,Alcoy;Salamanca;Majadahonda,Primera clase,2026-10-23,2026-10-24
JerOInimofernOendez@viajes.cl,546918,23418,manresa,Guadalajara,56,870,117000,EasyJet,,Clase económica,2026-10-24,2026-10-24
carla1836@viajes.cl,546969,40366,Santander,San Cristróbal de la Laguna,94,3385,110000,Delta Air Lines,Cartagena,Primera clase,2026-07-08,2026-07-10
srsecabr@viajes.cl,546974,89116,San Cristróbal de la Laguna,San Sebastián,58,1697,161000,WestJet,,Clase económica,2026-07-14,2026-07-15
Sr.rivas@viajes.cl,546981,1452,Sagunto,Torrelavega,40,525,86000,All Nippon Airways (ANA),,Clase ejecutiva,2026-05-05,2026-05-05
CeciliajOequez@viajes.cl,546985,89158,Torrelavega,Zamora,81,4224,196000,Southwest Airlines,Vigo;Benidorm;Valladolid;Cartagena;Murcia,Primera clase,2026-05-08,2026-05-10
elmoor@viajes.cl,546998,19183,Guadalajara,Paterna,58,3472,190000,Copa Airlines,Palencia;Paterna,Clase ejecutiva,2025-10-04,2025-10-06
jucatove@viajes.cl,547003,33777,alcalá de henares,Talavera de la Reina,55,2479,253000,Ryanair,Cornellá de Llobregat,Clase ejecutiva,2026-10-30,2026-10-31
EmiliavillagOImez@viajes.cl,547004,746,Talavera de la Reina,Vigo,87,2743,91000,EasyJet,,Primera clase,2026-10-31,2026-11-01
Sra.nOejera@viajes.cl,547008,33702,Palencia,Valladolid,67,1352,141000,Southwest Airlines,,Clase económica,2026-02-13,2026-02-13
Gloriafonseca@viajes.cl,547009,84263,Valladolid,Murcia,36,1241,39000,Delta Air Lines,,Clase económica,2026-02-13,2026-02-13
stOIsjuga@viajes.cl,547035,76952,Albacete,Ferrol,12,2711,198000,Delta Air Lines,Torrelavega,Primera clase,2025-02-11,2025-02-12
hosasa@viajes.cl,547046,89712,Huelva,Zaragoza,76,2701,164000,Qantas,Calahorra,Primera clase,2026-04-25,2026-04-26
MarOAasolorzano@viajes.cl,547047,64733,cuenta,San Cristróbal de la Laguna,21,2636,224000,Emirates,Madrid,Primera clase,2026-07-31,2026-08-01
esviro@viajes.cl,547078,21553,Gijón,Parla,21,1254,71000,Japan Airlines,,Clase económica,2026-04-04,2026-04-04
francisca4744@viajes.cl,547079,37442,Parla,Almería,76,473,96000,Wizz Air,,Clase ejecutiva,2026-04-04,2026-04-04
JosOoolvera@viajes.cl,547080,56829,San Cristróbal de la Laguna,Mollet del Vallés,63,4280,341000,Lufthansa,Coslada;Calahorra;Zaragoza;Jaén,Primera clase,2025-08-18,2025-08-20
agcato@viajes.cl,547138,46800,Zaragoza,Granollers,16,3811,485000,Iberia,Baracaldo;Gecho;Viladecans;Paterna;Badajoz,Primera clase,2025-11-04,2025-11-06
fernando4681@viajes.cl,547165,85300,santander,ALICANTE,61,2707,263000,Singapore Airlines,Zamora;Cádiz;Castellón de la Plana,Clase ejecutiva,2025-12-28,2025-12-29
Maricarmenbaeza@viajes.cl,547170,64807,Alicante,Benidorm,71,1997,152000,Vueling,Orihuela;Hospitalet de LLobregat,Clase ejecutiva,2026-01-02,2026-01-03
srgeanma@viajes.cl,547179,90308,El Prat de LLobregat,San Fernando,99,2936,250000,All Nippon Airways (ANA),Talavera de la Reina;Toledo;Roquetas de Mar,Primera clase,2025-10-27,2025-10-29
Armandocovarrubias@viajes.cl,547180,24690,San Fernando,Cornellá de Llobregat,45,3142,304000,Southwest Airlines,La Coruña;Pontevedra;Barcelona,Clase ejecutiva,2025-10-29,2025-10-31
sra.6767@viajes.cl,547185,70983,Cornellá de Llobregat,Valencia,94,3488,198000,Ethiopian Airlines,El Ejido;Sagunto;Linares;Murcia,Primera clase,2025-11-04,2025-11-06
marOAa5411@viajes.cl,547233,32041,Sagunto,Madrid,25,903,41000,Spirit Airlines,,Clase económica,2025-06-13,2025-06-13
diego5279@viajes.cl,547234,96174,Madrid,Alcalá de Henares,98,473,49000,Japan Airlines,,Clase económica,2025-06-13,2025-06-13
sthoropa@viajes.cl,-1,72184,huelva,Ceuta,68,3014,-1,United Airlines,Bilbao;Tarrasa,Primera clase,,2025-02-20
sra.8297@viajes.cl,547260,4798,Ceuta,Fuengirola,22,3069,376000,Ryanair,Alicante;Alcalá de Guadaira;Sabadell;Almería,Clase ejecutiva,2025-02-23,2025-02-25
Danielcarrero@viajes.cl,547306,16369,Granollers,Granollers,75,2436,195000,EasyJet,,Primera clase,2025-07-15,2025-07-16
srgumale@viajes.cl,547307,40872,Granollers,Pozuelo de Alarcón,47,2635,105000,LATAM Airlines,Sanlúcar de Barrameda,Clase ejecutiva,2025-07-16,2025-07-17
sta.9484@viajes.cl,547313,55613,Las Palmas de Gran Canaria,ALCORCóN,53,1638,154000,Qatar Airways,Bilbao;Lorca,Clase ejecutiva,2026-08-18,2026-08-19
ana997@viajes.cl,547318,52927,Alcorcón,Tarragona,66,1891,147000,Qantas,,Clase ejecutiva,2026-08-23,2026-08-24
mamioj@viajes.cl,547344,78894,torrelavega,TELDE,7,2158,93000,Southwest Airlines,Palencia,Clase ejecutiva,2025-04-18,2025-04-19
hugo336@viajes.cl,547345,7501,Telde,Granada,73,2665,246000,Aeroméxico,Reus;Badajoz;Santa Lucía de Tirajana,Clase ejecutiva,2025-04-19,2025-04-20
InOosalanis@viajes.cl,547361,64995,Torrelavega,Barcelona,67,365,155000,Spirit Airlines,,Clase económica,2026-11-13,2026-11-13
esteban2567@viajes.cl,547366,72646,Barcelona,Oviedo,72,2084,88000,Alaska Airlines,Viladecans;Barcelona,Clase ejecutiva,2026-11-17,2026-11-18
sra.3499@viajes.cl,547373,96003,Zaragoza,Vitoria,93,3815,178000,Iberia,Lorca;Gerona;Alcoy,Primera clase,2025-09-02,2025-09-04
Estersaucedo@viajes.cl,547375,2352,Vitoria,Chiclana de la Frontera,58,3145,232000,Wizz Air,Sevilla,Primera clase,2025-09-05,2025-09-07
jerOInimo8065@viajes.cl,547394,43651,Alcorcón,Almería,36,2910,374000,Emirates,Benidorm;Baracaldo;Cornellá de Llobregat;Cáceres,Clase ejecutiva,2025-02-12,2025-02-14
clara1840@viajes.cl,547408,8982,santander,Collado Villalba,40,604,75000,LATAM Airlines,,Clase económica,2026-06-09,2026-06-09
vOActor8567@viajes.cl,547409,18918,Collado Villalba,Sagunto,96,2518,265000,British Airways,Toledo;Castellón de la Plana,Primera clase,2026-06-09,2026-06-10
Federicomadera@viajes.cl,547424,18611,Torrelavega,Majadahonda,67,3518,374000,Singapore Airlines,Segovia,Primera clase,2025-07-11,2025-07-13
Lorenzosamaniego@viajes.cl,547430,3680,cartagena,Badalona,76,2857,208000,Lufthansa,Salamanca;Zaragoza,Primera clase,2026-03-02,2026-03-03
graciela2640@viajes.cl,547431,64016,Badalona,Inca,94,1752,113000,Southwest Airlines,Torrevieja;Santander,Clase económica,2026-03-03,2026-03-04
Beatrizcollazo@viajes.cl,547434,4196,Manresa,Alcorcón,86,675,183000,Air France,,Clase económica,2025-11-18,2025-11-18
julio2462@viajes.cl,547444,81415,Madrid,Reus,98,3851,299000,American Airlines,Torrejón de Ardoz;Getafe;Las Palmas de Gran Canaria,Primera clase,2025-09-01,2025-09-03
fernando4948@viajes.cl,547449,57865,Guadalajara,Almería,12,342,99000,Vueling,,Clase económica,2025-10-12,2025-10-12
Sra.cervOentez@viajes.cl,547455,16122,Almería,Barcelona,87,3806,373000,Alaska Airlines,San Sebastián;Estepona;Santa Cruz de Tenerife;Getafe;Bilbao,Primera clase,2025-10-17,2025-10-19
frsOede@viajes.cl,547492,7847,Mijas,Ciudad Real,83,1212,69000,Air New Zealand,Almería,Clase económica,2026-02-14,2026-02-14
enOegma@viajes.cl,547493,73233,Ciudad Real,TALAVERA DE LA REINA,15,1478,170000,WestJet,Valencia;Zamora,Clase económica,2026-02-14,2026-02-15
Sr.miramontes@viajes.cl,547494,19018,Talavera de la Reina,Torrelavega,89,3799,469000,JetBlue,Valdemoro;Valladolid;Santa Cruz de Tenerife;Vitoria;Telde,Primera clase,2026-02-15,2026-02-17
srcadola@viajes.cl,547506,72886,parla,BILBAO,67,1489,64000,All Nippon Airways (ANA),Viladecans;Alcalá de Henares,Clase económica,2026-07-12,2026-07-13
Sta.vOolez@viajes.cl,547507,27812,bilbao,Talavera de la Reina,34,2241,227000,Japan Airlines,Telde;Cartagena,Clase ejecutiva,2026-07-13,2026-07-14
Sra.ortega@viajes.cl,547508,22298,Talavera de la Reina,La Coruña,94,1568,-1,Etihad Airways,,Clase ejecutiva,,2026-07-15
sta.9474@viajes.cl,547513,24246,Ciudad Real,LOGROñO,47,2755,209000,Spirit Airlines,,Primera clase,2025-07-21,2025-07-22
Hugorazo@viajes.cl,547520,72410,Logroño,Salamanca,99,349,14000,Southwest Airlines,,Clase económica,2025-07-28,2025-07-28
repega@viajes.cl,547524,76888,Salamanca,Valladolid,47,734,75000,Delta Air Lines,,Clase económica,2025-07-31,2025-07-31
mahuco@viajes.cl,547589,96697,Alcalá de Henares,Jerez de la Frontera,53,3890,390000,American Airlines,Alcobendas;La Línea de la Concepción;Ceuta;Valencia,Primera clase,2026-10-26,2026-10-28
sra.6767@viajes.cl,547596,5961,Zamora,SAN FERNANDO,61,3171,193000,Copa Airlines,San Cristróbal de la Laguna;San Fernando;El Ejido;Tarrasa,Clase ejecutiva,2025-03-12,2025-03-14
arsana@viajes.cl,547602,72840,Motril,Valladolid,30,3784,180000,Wizz Air,El Ejido;Estepona;Coslada;Murcia;Huelva,Primera clase,2026-09-28,2026-09-30
paceru@viajes.cl,547606,83199,Valladolid,CóRDOBA,76,768,112000,Frontier Airlines,,Clase económica,2026-10-03,2026-10-03
Estervalverde@viajes.cl,547610,30148,Córdoba,Talavera de la Reina,67,747,116000,Aeroméxico,Benalmádena,Clase económica,2026-10-06,2026-10-06
elpOeba@viajes.cl,547618,83788,Zaragoza,Paterna,38,3169,249000,Emirates,Segovia;Pozuelo de Alarcón;Ávila;Hospitalet de LLobregat,Primera clase,2026-04-18,2026-04-20
joaquOAn3385@viajes.cl,547619,78752,Paterna,CóRDOBA,81,498,57000,Emirates,,Clase ejecutiva,2026-04-20,2026-04-20
pazeta@viajes.cl,547646,94354,mijas,Ferrol,87,3584,230000,Vueling,Ponferrada,Primera clase,2025-08-03,2025-08-05
crgapo@viajes.cl,547653,42426,Ferrol,Ceuta,40,1281,103000,American Airlines,Alcalá de Guadaira,Clase económica,2025-08-11,2025-08-11
Danielcarrero@viajes.cl,547654,52758,Ceuta,León,72,3026,324000,Air Canada,Ciudad Real;Orense;Palencia,Primera clase,2025-08-11,2025-08-13
lobeal@viajes.cl,547695,65159,Castellón de la Plana,Talavera de la Reina,94,2198,261000,Air France,El Prat de LLobregat,Primera clase,2026-06-03,2026-06-04
ester8178@viajes.cl,547753,82878,Santander,Cornellá de Llobregat,91,568,153000,All Nippon Airways (ANA),,Clase ejecutiva,2025-06-06,2025-06-06
esteban4110@viajes.cl,547756,17770,Cornellá de Llobregat,Jerez de la Frontera,98,4122,228000,British Airways,Motril;Torrejón de Ardoz;Manresa;Mollet del Vallés,Primera clase,2025-06-08,2025-06-10
MarOAaortiz@viajes.cl,547760,18502,Jerez de la Frontera,Cáceres,32,2027,171000,Ryanair,,Clase ejecutiva,2025-06-13,2025-06-14
caridad4101@viajes.cl,547761,98798,Ávila,El Ejido,75,2895,220000,KLM,Molina de Segura,Clase ejecutiva,2026-03-20,2026-03-22
mariana7516@viajes.cl,547762,2393,El Ejido,Arrecife,27,3053,246000,Vueling,Valencia,Primera clase,2026-03-22,2026-03-24
paamri@viajes.cl,547764,18838,Arrecife,Santa Cruz de Tenerife,19,345,108000,Turkish Airlines,,Clase económica,2026-03-25,2026-03-25
