"Claudio Madera Escamilla",24586039,10,Claudioescamilla@viajes.cl,claudio327,1d3hPnFqrgq,"+56 2 2847 0732",Nocturno,Colmena,"Part time"
"Sta. Ignacio Baeza Uribe",6627742,10,Sta.uribe@viajes.cl,,JmxDS9IqQ,"0 0000 0000",Diurno,"Más vida","Part time"
"Hernán Bétancourt Gonzales",15274845,10,hebOogo@viajes.cl,Hernángonzales,x4yFjiPTr0FDDF4,"+56 9 3540 9389",Diurno,Consalud,"Part time"
"Cristian Concepción Hernandes",3846672,10,cristian6579@viajes.cl,cristian5739,45qyokoufr9B,"+56 9 4251 2308",Diurno,Consalud,"Full time"
"Sancho Olivo Marrero",20583188,6,saolma@viajes.cl,Sanchomarrero,QNFoovFlc98b,"+56 9 6942 7437",Diurno,Consalud,"Part time"
"Gloria Bonilla Oquendo",15160537,10,gloria2259@viajes.cl,gloria1956,cSWJU2Z28,"+56 2 8105 3143",Nocturno,Banmédica,"Full time"
"Lola Berríos Alcaraz",4943023,10,lobeal@viajes.cl,lobeal,xOn7YBc00rJ66puL,"+56 2 8828 9826",Nocturno,Fonasa,"Part time"
"Gustavo Alvarado Orosco",5243703,2,gualor@viajes.cl,gustavo3171,BJoBYam2H6vfv0pj,"+56 9 2929 6494",Nocturno,"Más vida","Full time"
"Sra. Benito Tejada Anaya",12345742,10,sra.9207@viajes.cl,Sra.anaya,,"+56 2 1571 8066",Diurno,Fonasa,"Part time"
"Joaquín Guzmán Barreto",21078613,9,joaquOAn3385@viajes.cl,Joaquínbarreto,W9UXGnt7VOouC8B8,"+56 2 8706 4214",Nocturno,Banmédica,"Full time"
"Jacobo Borrego Castillo",18379714,10,jaboca@viajes.cl,jacobo8195,qrH5hDV0PUEpGc,"+56 2 6447 8029",Nocturno,"Más vida","Part time"
"Gabriel Verdugo Sandoval",11780932,3,gavesa@viajes.cl,Gabrielsandoval,b9Pb5OQc,"+56 9 1647 9490",Diurno,"Más vida","Part time"
"Patricio Cazares Cardenas",16258092,2,patricio8381@viajes.cl,patricio5036,lU2gZLJa7KHa,"+56 2 1908 9471",Diurno,Banmédica,"Full time"
"Nicolás Marrero Ramón",13585507,3,nimara@viajes.cl,nicolás2191,2BV8SXcfAgiD5pVZ,"+56 2 5090 5807",Diurno,Banmédica,"Full time"
"Guillermina Reséndez Jaime",7767117,10,gureja@viajes.cl,guillermina9282,l70OJ4NH85w6y,"+56 9 8359 2554",Diurno,Colmena,"Part time"
"Margarita Ortega Posada",12961009,10,margarita8473@viajes.cl,,wg8G8ZbjnKN,"0 0000 0000",Diurno,Banmédica,"Part time"
"Sr. María del Carmen Almaraz Porras",5192314,6,srmadecaalpo@viajes.cl,srmadecaalpo,N8A2534k,"+56 9 3876 5390",Nocturno,"Más vida","Full time"
"Enrique Quiñones Orellana",3055116,8,enquor@viajes.cl,Enriqueorellana,c9gzzh7zB0cw,"+56 9 3763 9588",Diurno,"Más vida","Part time"
"Ángela Canales Montañez",27176343,3,Oengela7578@viajes.cl,ángela1325,olqR4nWX1m00q,"+56 9 9257 7913",Diurno,Banmédica,"Part time"
"Vicente Nazario Quiroz",8994522,4,vinaqu@viajes.cl,Vicentequiroz,N41OsKhyofx1,"+56 2 3921 1731",Nocturno,Consalud,"Part time"
"Manuela Melgar Vega",10244304,7,Manuelavega@viajes.cl,Manuelavega,yjI4BvKIYMhX9z,"+56 2 8905 5369",Diurno,Fonasa,"Full time"
"Olivia Alvarado Bonilla",9479967,8,olalbo@viajes.cl,olalbo,q8aaPm9Nk85KFV49,"+56 9 3995 5636",Nocturno,Colmena,"Part time"
"Jorge Luis Chavarría Tapia",762781,5,Jorgetapia@viajes.cl,Jorgetapia,YneGXpHA3Rdd272,"+56 9 9003 2259",Diurno,Colmena,"Part time"
"Germán Toledo Duran",1355391,2,germOen6032@viajes.cl,getodu,xBwTroA3W5HbR,"+56 9 2914 4402",Nocturno,Fonasa,"Part time"
"Manuel Ureña Acevedo",19095790,10,Manuelacevedo@viajes.cl,manuel1267,8wCDc2BtO,"+56 9 3562 9360",Nocturno,Consalud,"Full time"
"Jacobo Balderas Cabrera",10426309,7,Jacobocabrera@viajes.cl,Jacobocabrera,E9PV0yDJyP1kI,"+56 9 4760 3318",Diurno,Banmédica,"Part time"
"Marcela Berríos Rojas",12183086,8,marcela9572@viajes.cl,Marcelarojas,JIb5be8dS4Va,"+56 2 4962 5878",Nocturno,Consalud,"Full time"
"Inés Montero Mateo",3037499,1,inOos6105@viajes.cl,inmoma,4DBX5qo9vExN6Wf,"+56 9 1735 6200",Diurno,Colmena,"Part time"
"Jorge Madera Terán",17746054,10,JorgeterOen@viajes.cl,jorge7707,tL2omevpLHmK,"+56 9 5794 5486",Nocturno,Colmena,"Full time"
"Pedro Lerma Hinojosa",25969676,3,pedro2581@viajes.cl,pelehi,zA679XWE,"+56 9 4840 0524",Diurno,Consalud,"Part time"
"Gerardo Medina Rodrígez",5178374,3,GerardorodrOAgez@viajes.cl,Gerardorodrígez,q0B08NpBwEyfGgTc,"+56 9 2604 9367",Nocturno,Banmédica,"Full time"
"Verónica Galarza Cordero",8135415,4,vegaco@viajes.cl,vegaco,AAF6W32sS0d,"+56 2 9177 1004",Diurno,Consalud,"Full time"
"María Teresa Baca Díaz",19359573,1,matebadOA@viajes.cl,matebadí,c42ngkAT439Q,"+56 2 7935 0874",Nocturno,"Más vida","Full time"
"Sr. Gilberto Ramos Zarate",16559139,9,Sr.zarate@viajes.cl,Sr.zarate,yD3oHfOMnQ,"+56 9 9300 1320",Nocturno,Consalud,"Part time"
"Sr. Gonzalo Lemus Saldivar",0,7,Sr.saldivar@viajes.cl,sr.9762,,"+56 2 1041 9282",Nocturno,Fonasa,"Full time"
"Luisa Serrato Munguía",21962035,7,LuisamunguOAa@viajes.cl,lusemu,JN16Ydb1zjMscdi,"+56 2 5407 2766",Diurno,Colmena,"Full time"
"Sra. Patricia Aponte Rocha",25431171,5,Sra.rocha@viajes.cl,Sra.rocha,LQ6J0jBN,"+56 9 0336 2823",Nocturno,Fonasa,"Full time"
"Sra. Luisa Malave Cavazos",28042706,3,Sra.cavazos@viajes.cl,srlumaca,N6lKg7eewj,"+56 9 6996 4728",Diurno,Banmédica,"Part time"
"Elisa Pedraza López",14715823,8,ElisalOIpez@viajes.cl,elisa3707,em51Z8ZsW,"+56 2 1491 4679",Diurno,Fonasa,"Full time"
"Graciela Zavala Paredes",4632282,7,graciela595@viajes.cl,grzapa,Flz6JnZM5z,"+56 9 8885 3166",Diurno,Colmena,"Full time"
"Gabriela Rael Alcaraz",29619747,5,garaal@viajes.cl,garaal,8UAuq0JIIw,"+56 9 1066 5413",Diurno,Consalud,"Full time"
"Timoteo Alarcón Montenegro",2343389,3,timoteo4318@viajes.cl,tialmo,8UACbI4Tje,"+56 2 2550 2528",Diurno,Consalud,"Part time"
"Sra. Alejandro Collazo Cedillo",16924778,1,sra.3640@viajes.cl,Sra.cedillo,Y6DVtF7s9lemF03s,"+56 9 0386 9399",Nocturno,,"Part time"
"Cecilia Suárez Varela",16079779,10,cesuva@viajes.cl,cecilia9245,Us6uPFvs,"+56 9 6297 8537",Nocturno,Consalud,"Full time"
"Sr. Marcos de Jesús Castillo",5477279,3,Sr.castillo@viajes.cl,srmadejeca,7LS99SmQsALkT,"+56 2 8591 7852",Nocturno,Banmédica,"Full time"
"Ricardo Cortés Vergara",1587963,7,ricove@viajes.cl,ricardo5289,dN9mf4DD8fYPV,"+56 9 5086 4390",Diurno,Fonasa,"Part time"
"Sra. Lilia Urías Meraz",3440045,8,srliurme@viajes.cl,sra.1644,h7WMAu7A,"+56 2 9666 4129",Nocturno,Consalud,"Full time"
"Beatriz Raya Castro",8132290,2,beraca@viajes.cl,beraca,ISAmu11eVozN8xX,"+56 2 7775 5490",Nocturno,Fonasa,"Full time"
"Arturo Cisneros Roldán",1725723,4,arciro@viajes.cl,arturo4558,f6fRGUqRYpG,"+56 9 2493 2123",Nocturno,Consalud,"Part time"
"Sta. Adán Alicea Puga",3384795,5,Sta.puga@viajes.cl,stadalpu,MA9YBhHOXDwGlu,"+56 2 1013 9577",Nocturno,Banmédica,"Full time"
"Carmen Loya Delatorre",25664590,4,calode@viajes.cl,Carmendelatorre,7hzNqDPC,"+56 9 6253 5685",Nocturno,Banmédica,"Full time"
"María del Carmen Cardona Benavídez",6559483,8,marOAa5411@viajes.cl,Maríabenavídez,d4XG8KmRskK2,"+56 2 8690 2462",Nocturno,Colmena,"Part time"
"Sta. Mateo Soria Valles",17948689,10,Sta.valles@viajes.cl,sta.2264,4KH91k2fk,"+56 9 6229 6260",Nocturno,Consalud,"Part time"
"Pablo Granados Galindo",18847380,6,pablo5252@viajes.cl,Pablogalindo,6FaJ2fuJX,"+56 9 0693 9368",Nocturno,Consalud,"Full time"
"Sr. Daniel Véliz Maya",6521018,5,sr.7960@viajes.cl,srdavéma,G6nE4De77tFU,"+56 9 7332 7996",Diurno,Banmédica,"Full time"
"Luisa Amador Bañuelos",11865308,4,Luisabanuelos@viajes.cl,luisa9700,8wWry6oRblO1,"+56 9 5485 1436",Diurno,Colmena,"Full time"
"Sr. Leonor Matos Cisneros",21677020,10,srlemaci@viajes.cl,Sr.cisneros,vnO1sysW8RNgJ,"+56 9 1353 6491",Diurno,"Más vida","Full time"
"Pedro Lerma Hinojosa",25969676,3,pedro2581@viajes.cl,pelehi,zA679XWE,"+56 9 4840 0524",Diurno,Consalud,"Part time"
"Reina Domínguez Tórrez",20839638,2,ReinatOIrrez@viajes.cl,redotó,L1r1iZihkWtJ,"+56 2 8470 3825",Nocturno,Consalud,"Part time"
"Ernesto Cotto Delgado",25745262,10,ercode@viajes.cl,ercode,vm9wvuprFSHv6K,"+56 9 6560 3906",Diurno,"Más vida","Part time"
"Sta. José Arteaga Téllez",29999605,10,stjoartOo@viajes.cl,stjoarté,ZmLT4T6zEStbH0g,"+56 9 8251 3719",Diurno,Colmena,"Part time"
"Hugo Escamilla Roldán",20330535,4,hugo336@viajes.cl,hugo8139,QVvhrJLz0,"+56 2 9123 1638",Diurno,Fonasa,"Part time"
"Catalina Domínguez Olivas",26272285,6,Catalinaolivas@viajes.cl,catalina1444,cEOMeg52kyBEZcnI,"+56 9 8762 5966",Diurno,"Más vida","Full time"
"Sta. José María Vallejo Lugo",8879906,2,Sta.lugo@viajes.cl,stjomavalu,HL5dDEhJJ12,"+56 9 6180 9953",Diurno,Colmena,"Part time"
"Alfredo Alvarado Narváez",24406540,6,alfredo8849@viajes.cl,Alfredonarváez,2atIG1R8u,"+56 2 1646 1507",Nocturno,"Más vida","Full time"
"José Emilio Meraz Corona",7990390,6,joemmeco@viajes.cl,joemmeco,fvET8pwZpdOmY8O,"+56 9 8631 9868",Nocturno,Fonasa,"Part time"
"Eduardo Véliz Gálvez",17165180,8,EduardogOelvez@viajes.cl,Eduardogálvez,me85BGmqns6v,"+56 9 1919 0635",Nocturno,Colmena,"Part time"
"Sr. Arturo Montañez Aponte",13439943,10,sr.289@viajes.cl,Sr.aponte,a30JLiCDRvW4N9,"+56 9 1498 4992",Nocturno,,"Full time"
"Francisca Sáenz Delgado",11738398,9,frsOede@viajes.cl,Franciscadelgado,PSui8pc7MsCi,"+56 2 9629 5155",Diurno,Fonasa,"Part time"
"Ernesto Acuña Posada",2012270,6,Ernestoposada@viajes.cl,eracpo,g4CxFKTkES141id,"+56 9 8982 3590",Diurno,Colmena,"Full time"
"Mario Bustamante Escobedo",17017236,1,Marioescobedo@viajes.cl,mario8217,msG3hK09ePX,"+56 2 3687 2351",Nocturno,Colmena,"Part time"
"Sra. Sergio Peres Saiz",465683,10,sra.5341@viajes.cl,srsepesa,Ov8D6qUqRle,"+56 9 2424 4119",Diurno,"Más vida","Full time"
"Estela Llamas Tafoya",9377667,4,Estelatafoya@viajes.cl,esllta,6nTEQfXASAN,"+56 9 8890 1104",Nocturno,Colmena,"Full time"
"Ariadna Rolón Martínez",16953571,10,arroma@viajes.cl,arroma,fRUuZ3LaS0J,"+56 2 3643 3319",Diurno,Colmena,"Full time"
"Sta. Manuela Crespo Alicea",18417500,2,sta.2588@viajes.cl,Sta.alicea,t5zGnZW826MURfPa,"+56 9 2146 9446",Diurno,Fonasa,"Part time"
"Catalina Mondragón Aguirre",16715862,5,Catalinaaguirre@viajes.cl,camoag,TfpRmdUnK1,"+56 2 1407 3760",Nocturno,Colmena,"Full time"
"Diana Curiel Rivera",29651070,10,Dianarivera@viajes.cl,dicuri,QkHHEv2j,"+56 9 0724 6078",Diurno,Consalud,
"Sra. Patricia Aponte Rocha",25431171,5,Sra.rocha@viajes.cl,Sra.rocha,LQ6J0jBN,"+56 9 0336 2823",Nocturno,Fonasa,"Full time"
"Sra. Pilar Delgado Melgar",6503974,5,srpideme@viajes.cl,sra.4497,,"+56 2 9380 8083",Diurno,Banmédica,"Full time"
"Miguel Ángel Arriaga Munguía",16948384,1,MiguelmunguOAa@viajes.cl,miguel7623,DOt2o47Wuk95,"+56 2 1245 1491",Diurno,Banmédica,"Part time"
"Guillermina Reséndez Jaime",7767117,10,gureja@viajes.cl,guillermina9282,l70OJ4NH85w6y,"+56 9 8359 2554",Diurno,Colmena,"Part time"
"Alfredo Lerma Calderón",5996149,7,alleca@viajes.cl,alfredo899,D4YOj33RXq,"+56 9 5503 2279",Diurno,Banmédica,"Full time"
"Berta Abrego Munguía",23280818,7,berta4789@viajes.cl,beabmu,o1EnD0B4ijr0Ug7,"+56 2 3945 7318",Nocturno,Fonasa,"Part time"
"Miguel Calderón Lucero",9419830,5,micalu@viajes.cl,miguel4698,3LgOmkG0,"+56 2 2095 6967",Diurno,Colmena,"Full time"
"Santiago Quiñones Cardona",11477754,4,Santiagocardona@viajes.cl,saquca,aAyXnC0hr7RE8b,"+56 2 2426 5951",Nocturno,Colmena,"Part time"
"Victoria Monroy Estrada",4685659,7,vimoes@viajes.cl,vimoes,8RVM4jX6tM6kD,"+56 9 0994 0612",Nocturno,Banmédica,"Part time"
"Patricio Olivas Orellana",24248548,3,paolor@viajes.cl,patricio794,L5u4hsZV,"+56 2 4141 8898",Diurno,Fonasa,"Part time"
"Sta. Diego Reyes Mondragón",27640041,10,Sta.mondragOIn@viajes.cl,,GlA45VJUFTg,"+56 2 9454 1958",Diurno,,"Part time"
"José Luis Alva Almanza",14251467,2,JosOoalmanza@viajes.cl,josé8665,cbAx4jThPl,"+56 9 0758 9733",Diurno,Consalud,"Part time"
"Lorena Gálvez Bétancourt",25556050,6,lorena2939@viajes.cl,lorena6307,HnMOgBjm0,"+56 9 1998 1093",Nocturno,Colmena,"Part time"
"Marisol Griego Santacruz",16046722,3,Marisolsantacruz@viajes.cl,magrsa,x9FltMj5,"+56 2 1811 4745",Nocturno,"Más vida","Full time"
"Víctor Candelaria Collado",14496763,1,vOAcaco@viajes.cl,víctor2667,pW0f1e8gC,"+56 2 4532 9917",Diurno,Fonasa,"Full time"
"Jerónimo Reyes Jaimes",20245704,5,JerOInimojaimes@viajes.cl,jerónimo737,TnOzw3EoP2c,"+56 9 2509 4648",Nocturno,Colmena,"Full time"
"Berta Anaya Bustamante",17831514,5,Bertabustamante@viajes.cl,beanbu,aXPmJR3Zl,"+56 9 8783 2778",Diurno,Consalud,"Part time"
"Luisa Osorio Burgos",24559846,7,luisa4534@viajes.cl,luisa5448,FwJ80PcsQWn,"+56 2 9840 6614",Diurno,Colmena,"Full time"
"Sofia Bonilla Vera",13017254,7,sobove@viajes.cl,Sofiavera,2hnbI9RE,"+56 9 1021 8731",Nocturno,Consalud,"Part time"
"Irene Palomo Lemus",1735789,1,irene6490@viajes.cl,irpale,h6td6rLODw80,"+56 9 0949 5527",Nocturno,Banmédica,"Full time"
"Alfonso Perea Quintanilla",10241643,10,alpequ@viajes.cl,alfonso7261,39PoyN2v3FsmmCm7,"+56 9 1020 9770",Diurno,Fonasa,"Full time"
"Timoteo Estrada Guzmán",26048165,7,TimoteoguzmOen@viajes.cl,tiesgu,iNpPd1kvwmEQ,"+56 2 2070 5138",Nocturno,Banmédica,"Full time"
"Sra. Clemente Olmos Limón",29112537,9,sra.7945@viajes.cl,sra.8294,spnF3NhGt,"+56 2 7784 5297",Nocturno,Consalud,"Full time"
"Isabel Cerda Lara",13253856,5,iscela@viajes.cl,iscela,ecZYbx7F4,"+56 9 1010 0038",Diurno,Colmena,"Full time"
"Alberto Tejada Nieto",28313101,7,Albertonieto@viajes.cl,Albertonieto,o8EK172Rlx5H,"0 0000 0000",Nocturno,Fonasa,"Part time"
"Martín Alejandro Guerra",3654836,3,martOAn7643@viajes.cl,Martínguerra,OEgAwsjSdD0,"+56 2 6087 4558",Nocturno,Fonasa,"Part time"
"Víctor Trujillo Lebrón",16119318,6,vOActor6620@viajes.cl,víctor5596,Z7Sk4B8ca,"+56 9 6532 6016",Nocturno,Consalud,"Full time"
"Andrea Cervantes Alonzo",10622272,10,andrea7429@viajes.cl,anceal,1Xqd7gUlrcEfN,"+56 2 3585 1814",Nocturno,"Más vida","Full time"
"Óscar Orta Balderas",16388813,10,OIsorba@viajes.cl,ósorba,G8vpCFdpfpEXnF,"+56 2 0059 4998",Diurno,Banmédica,"Part time"
"Sofia Prieto Ballesteros",9481062,10,soprba@viajes.cl,soprba,cVyD0RLBJh58jf,"+56 2 1777 8605",Nocturno,Consalud,"Full time"
"Sr. Rosa Cepeda Jaramillo",19967638,5,srroceja@viajes.cl,sr.4042,gwUcfxjllJ6,"+56 2 5944 5876",Diurno,Consalud,"Part time"
"Rebeca Santana Carreón",24170462,9,rebeca3851@viajes.cl,rebeca6143,PC6wxrIuAIp6MY8,"+56 9 5092 9074",Diurno,"Más vida","Full time"
"Sra. Benito Tejada Anaya",12345742,10,sra.9207@viajes.cl,Sra.anaya,5h8vXlMp,"+56 2 1571 8066",Diurno,Fonasa,"Part time"
"David Rosas Delao",11001967,10,david2165@viajes.cl,david4902,pQC8jODc3WlG,"+56 9 3170 7242",Nocturno,Colmena,"Full time"
"Sr. Gonzalo Tijerina Casares",24819500,2,sr.4634@viajes.cl,srgotica,Uy34EQiOSl7,"+56 2 3800 1888",Nocturno,Consalud,"Part time"
"Rosa Rolón Murillo",25916768,10,Rosamurillo@viajes.cl,roromu,Ex9NaOy3uIlA,"+56 2 5958 8086",Diurno,Banmédica,"Full time"
"Martín Rodríguez Alva",23246554,9,MartOAnalva@viajes.cl,martín6406,P72qKib0njUPa,"+56 2 3423 5629",Nocturno,"Más vida","Full time"
"Vicente Alicea Quintanilla",22528181,5,vicente1876@viajes.cl,vialqu,clBnFi1O30nuIoQ,"+56 2 3360 3044",Diurno,"Más vida","Part time"
"Rafael Carreón Terrazas",10615875,4,Rafaelterrazas@viajes.cl,racate,Jv8YBc4klTQh,"+56 9 6043 8693",Nocturno,"Más vida","Full time"
"David Alvarez Molina",15610742,5,david8760@viajes.cl,david3818,jpW34uRTJDEheDW,"+56 9 9362 7554",Diurno,Consalud,"Full time"
"Mateo Ponce Pelayo",25389678,7,Mateopelayo@viajes.cl,mapope,DVQa2of5AhwL,"+56 2 8539 8605",Diurno,Fonasa,"Full time"
"Sr. Marcela Sandoval Bustos",12840557,7,srmasabu@viajes.cl,srmasabu,43j3slqdaZA,"+56 9 3323 1585",Nocturno,Banmédica,"Part time"
"Julio Barajas Sosa",1596829,10,julio4678@viajes.cl,jubaso,vCFnXFOY8Mfh3v,"+56 2 2467 0405",Nocturno,Banmédica,"Part time"
"Raúl Montalvo Valenzuela",10634979,7,ramova@viajes.cl,ramova,OJIZinekS5wzXR,"+56 9 0328 5333",Nocturno,"Más vida","Full time"
"Débora Menéndez Tello",29974416,7,dOobora535@viajes.cl,Déboratello,SK5lGvGEjffu3Y9,"+56 9 2710 4628",Nocturno,"Más vida","Full time"
"Sra. Carla Iglesias Chávez",23913003,8,Sra.chOevez@viajes.cl,sra.596,Mgh9zS0pPSSX,"+56 9 4331 0636",Nocturno,"Más vida","Full time"
"Víctor Rodrígez Malave",10411842,9,vOAroma@viajes.cl,víctor3037,IcfD5DJpAmT9ZlIp,"+56 9 0247 7754",Diurno,"Más vida","Part time"
"Luisa Alonzo Juárez",16533167,2,LuisajuOerez@viajes.cl,luisa4377,gUda5GqZkyCj,"+56 2 6141 3996",Nocturno,Colmena,"Part time"
"Gonzalo Cervantes Rendón",4946720,6,gocere@viajes.cl,gonzalo9407,oDZFuwe2uD,"+56 2 1817 8171",Diurno,"Más vida","Full time"
"Inés Salas Venegas",11670625,3,InOosvenegas@viajes.cl,Inésvenegas,l65Pbvsh,"+56 2 5545 4899",Diurno,Colmena,"Full time"
"Sra. Guadalupe Iglesias Villagómez",28804737,5,sra.2684@viajes.cl,srguigvi,17I0PzXjs7g5,"+56 9 9991 2201",Nocturno,Fonasa,"Full time"
"Elsa Moreno Orosco",16755306,10,elmoor@viajes.cl,Elsaorosco,7iSdjg4bQ,"+56 2 0081 7486",Diurno,"Más vida","Part time"
"Sta. Marcela Caraballo Madrid",16384670,5,stmacama@viajes.cl,stmacama,hOjU2kfgYtp5K,"+56 9 1163 2402",Nocturno,Fonasa,"Full time"
"Marilu Alba Ceja",22815869,10,Mariluceja@viajes.cl,maalce,rRG2RhN4m0Vm,"+56 9 5497 3096",Nocturno,Colmena,"Full time"
"Victoria Rodarte Frías",5012218,2,victoria119@viajes.cl,Victoriafrías,d2oOTAkOZrYappp,"+56 2 3296 2861",Diurno,Banmédica,"Part time"
"Lorenzo Rodríquez Baeza",9456287,2,lorenzo5118@viajes.cl,Lorenzobaeza,,"+56 9 3038 5421",,Consalud,"Part time"
"Verónica Galarza Cordero",8135415,4,vegaco@viajes.cl,vegaco,AAF6W32sS0d,"+56 2 9177 1004",Diurno,Consalud,"Full time"
"Sra. Ana María Contreras Díaz",2554430,7,sra.742@viajes.cl,sranmacodí,Ow0k8y5Ym0e1FU,"+56 9 5510 6474",Diurno,"Más vida","Part time"
"Adán Zapata Gaona",26762910,2,adOen4808@viajes.cl,adzaga,DDt7FPp8zsAO1ug,"+56 2 1903 3853",Nocturno,"Más vida","Part time"
"Enrique Garica Calderón",9719177,8,enrique2388@viajes.cl,Enriquecalderón,Ux90Rcwvb6QiEjM,"+56 2 0555 3345",Diurno,Consalud,"Part time"
"María José Santillán Meza",4954408,1,majosame@viajes.cl,Maríameza,EdsZw4iFOITyM,"+56 9 1060 5970",Nocturno,Consalud,"Part time"
"Mateo Ponce Pelayo",25389678,7,Mateopelayo@viajes.cl,mapope,DVQa2of5AhwL,"+56 2 8539 8605",Diurno,Fonasa,"Full time"
"Julio Saavedra Tapia",22632986,2,jusata@viajes.cl,jusata,CXsf70dQXb,"+56 9 6457 5873",Diurno,Fonasa,"Part time"
"Sta. José Emilio Ramón Henríquez",28409302,10,Sta.henrOAquez@viajes.cl,sta.7536,ZZYu7cIv13C,"+56 9 2989 8481",Nocturno,Banmédica,"Part time"
"Adela Meléndez Nieto",15295179,5,adela3266@viajes.cl,admeni,RVOUny2W,"+56 9 9325 2108",Nocturno,Fonasa,"Full time"
"Sra. Gabriela Montemayor Valenzuela",802930,10,sra.8297@viajes.cl,sra.4285,S5szOdLrYnLvhGr,"+56 9 5961 4559",Nocturno,Consalud,"Full time"
"Juan Carlos Zamudio Castellanos",3966397,10,Juancastellanos@viajes.cl,jucazaca,o8KXPateHTWmvn,"+56 9 2426 1694",Nocturno,"Más vida","Full time"
"Victoria Rodarte Frías",5012218,2,victoria119@viajes.cl,Victoriafrías,d2oOTAkOZrYappp,"+56 2 3296 2861",Diurno,Banmédica,"Part time"
"Gregorio Jiménez Candelaria",1701841,8,gregorio6426@viajes.cl,Gregoriocandelaria,M6tgNtIw8OQP,"+56 9 1156 9609",Diurno,"Más vida","Full time"
"María Teresa Rivero Villareal",9378937,7,MarOAavillareal@viajes.cl,Maríavillareal,eh34kpKOQ,"+56 2 8502 3095",Nocturno,Fonasa,"Full time"
"Sr. Hernán Quiñónez Avilés",14287888,7,Sr.avilOos@viajes.cl,Sr.avilés,ugmHHh6haKQJla8,"+56 2 5150 0488",Diurno,Fonasa,"Part time"
"Javier Nájera Alcala",8144701,2,javier4246@viajes.cl,janáal,Ja6gC49p1sR2,"+56 2 7720 2108",Diurno,Colmena,"Full time"
"Rosalia Mota Quiñones",2518273,1,rosalia3675@viajes.cl,rosalia8888,lGG2ck8c,"+56 9 1773 6495",Nocturno,Fonasa,"Part time"
"Sr. Sergio Ozuna Puente",12232872,4,Sr.puente@viajes.cl,srseozpu,d52WbZC5U,"+56 2 9226 1282",Nocturno,"Más vida","Part time"
"Santiago Carrillo Lozada",21760194,10,santiago8558@viajes.cl,Santiagolozada,4ADhwJnYJeuke,"+56 9 9226 4300",Nocturno,Consalud,"Full time"
"Sta. Manuel Valles Bustos",6052664,8,Sta.bustos@viajes.cl,sta.5701,pOX5i2wlq430w,"+56 2 2889 2930",Diurno,"Más vida","Part time"
"Francisco Rivas Bañuelos",3554067,9,frriba@viajes.cl,frriba,JkQxaqioGIM45,"+56 2 5109 5701",Diurno,Consalud,"Full time"
"Sonia Rosales Soria",27309236,6,sonia467@viajes.cl,Soniasoria,pYEfGg5MfZPvss9T,"+56 9 9871 0580",Diurno,"Más vida","Part time"
"Mateo Mejía Borrego",20147551,1,mateo3420@viajes.cl,mateo7042,H5QeaIi0,"+56 2 8998 5744",Nocturno,Consalud,"Full time"
"Elvira Loya Domínguez",21766876,10,elvira2066@viajes.cl,ellodo,vf8brHEBw7TuuRdM,"+56 9 0263 8492",Diurno,Banmédica,"Full time"
"Mario Ruiz Chacón",19003953,6,maruch@viajes.cl,Mariochacón,orhbxJuWL5n,"+56 2 1437 3473",Nocturno,Fonasa,"Full time"
"Sta. Francisca Barrientos Mata",3727741,10,Sta.mata@viajes.cl,sta.545,2yQADgdy9OmOeXh4,"+56 2 5983 3428",Nocturno,Banmédica,"Full time"
"Fernando Puente Barrientos",13718669,1,fepuba@viajes.cl,Fernandobarrientos,,"+56 2 0649 8516",,Colmena,"Full time"
"Sr. Raúl Cantú Coronado",21999856,2,srracaco@viajes.cl,sr.6811,te11S7nb01,"+56 9 3484 2400",Diurno,Banmédica,"Part time"
"César Collado Roque",2899442,7,cOocoro@viajes.cl,césar3259,pZM5TJ1znS,"+56 2 3263 9634",Nocturno,"Más vida","Full time"
"María Cristina Gil Villanueva",16725992,8,macrgivi@viajes.cl,Maríavillanueva,owaR6y1Edbsj6hl,"+56 2 2022 6970",Diurno,Consalud,"Part time"
"Eduardo Véliz Gálvez",17165180,8,EduardogOelvez@viajes.cl,Eduardogálvez,me85BGmqns6v,"+56 9 1919 0635",Nocturno,Colmena,"Part time"
"Marcos Pichardo Villa",24931911,2,mapivi@viajes.cl,marcos8686,ske2l542k6CHn,"+56 9 1081 3369",Nocturno,Consalud,"Part time"
"Marta Cerda Parra",18428431,6,Martaparra@viajes.cl,macepa,wEMCjqc1,"+56 9 9904 2670",Nocturno,Colmena,"Part time"
"María del Carmen Irizarry Carranza",515358,1,marOAa7724@viajes.cl,Maríacarranza,Qmpmv1T4LzWws,"+56 2 9712 7459",Diurno,Consalud,"Part time"
"Cristian Gaona Ponce",3385842,6,crgapo@viajes.cl,crgapo,ljQfLZCqgy6n,"+56 2 5071 5579",Diurno,Consalud,"Part time"
"Florencia Vera Gómez",17866611,8,florencia2397@viajes.cl,flvegó,Sac1C0xrVI3Zl,"+56 9 8299 3009",Nocturno,Banmédica,"Full time"
"Sra. Sara Villareal Lebrón",27637253,10,srsavile@viajes.cl,sra.3082,2q68hfXuo,"+56 2 3393 6914",Diurno,Banmédica,"Full time"
"Federico Estrada Alonzo",9726456,2,federico9356@viajes.cl,federico6249,HtEZMgyT7Jt7V,"+56 9 1307 8960",Diurno,Fonasa,"Part time"
